timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-07-01,19.69,19.69,19.5,19.51,19.51,1000,0.0000,1.0
2020-06-30,19.34,19.34,19.34,19.34,19.34,100,0.0000,1.0
2020-06-29,20.75,22.0,19.34,19.34,19.34,770,0.0000,1.0
2020-06-26,19.3587,19.5,18.86,19.5,19.5,1134,0.0000,1.0
2020-06-25,18.9,18.9,18.9,18.9,18.9,146,0.0000,1.0
2020-06-24,17.26,18.96,17.02,18.9,18.9,2076,0.0000,1.0
2020-06-23,19.7,19.7,19.5,19.5,19.5,854,0.0000,1.0
2020-06-22,18.25,22.0,18.25,20.5,20.5,8416,0.0000,1.0
2020-06-19,16.3,16.5,16.3,16.5,16.5,3309,0.0000,1.0
2020-06-18,16.5,16.5,16.5,16.5,16.5,447,0.0000,1.0
2020-06-17,15.9,17.19,15.9,17.19,17.19,1540,0.0000,1.0
2020-06-16,15.98,16.3499,15.4519,16.25,16.25,3104,0.0000,1.0
2020-06-15,15.4,17.44,15.0,15.0,15.0,2193,0.0000,1.0
2020-06-12,15.47,15.47,15.47,15.47,15.47,0,0.0000,1.0
2020-06-11,15.85,15.85,15.4706,15.4706,15.4706,300,0.0000,1.0
2020-06-10,17.19,17.19,17.19,17.19,17.19,650,0.0000,1.0
2020-06-09,17.2307,17.2307,16.75,16.75,16.75,2347,0.0000,1.0
2020-06-08,16.74,16.74,16.0,16.7,16.7,1233,0.0000,1.0
2020-06-05,15.45,16.75,15.45,16.4,16.4,12455,0.0000,1.0
2020-06-04,15.74,15.74,15.1,15.5,15.5,4623,0.0000,1.0
2020-06-03,17.6,17.6,16.3,16.3,16.3,34089,0.0000,1.0
2020-06-02,16.25,16.4,16.0,16.08,16.08,11873,0.0000,1.0
2020-06-01,16.18,19.15,14.755,16.38,16.38,37926,0.0000,1.0
2020-05-29,12.35,15.75,12.3,14.67,14.67,52255,0.0000,1.0
2020-05-28,12.39,12.39,12.25,12.25,12.25,2300,0.0000,1.0
2020-05-27,12.19,12.295,12.1246,12.2,12.2,10646,0.0000,1.0
2020-05-26,12.19,12.2,11.9775,12.19,12.19,17456,0.0000,1.0
2020-05-22,12.01,12.2,12.01,12.19,12.19,99901,0.0000,1.0
2020-05-21,12.3,12.3,12.3,12.3,12.3,1,0.0000,1.0
2020-05-20,12.29,12.3,12.29,12.3,12.3,672,0.0000,1.0
2020-05-19,12.15,12.15,12.15,12.15,12.15,402,0.0000,1.0
2020-05-18,12.82,12.82,12.82,12.82,12.82,506,0.0000,1.0
2020-05-15,12.0,12.0,11.9999,12.0,12.0,13505,0.0000,1.0
2020-05-14,11.7,11.7,11.7,11.7,11.7,5306,0.0000,1.0
2020-05-13,11.7,11.7,11.7,11.7,11.7,3503,0.0000,1.0
2020-05-12,11.67,11.67,11.67,11.67,11.67,3,0.0000,1.0
2020-05-11,11.67,11.67,11.67,11.67,11.67,203,0.0000,1.0
2020-05-08,11.68,11.68,11.68,11.68,11.68,0,0.0000,1.0
2020-05-07,11.68,11.68,11.68,11.68,11.68,0,0.0000,1.0
2020-05-06,11.68,11.68,11.68,11.68,11.68,0,0.0000,1.0
2020-05-05,11.6762,11.6762,11.6762,11.6762,11.6762,500,0.0000,1.0
2020-05-04,11.5,11.5,11.5,11.5,11.5,0,0.0000,1.0
2020-05-01,11.5,11.5,11.5,11.5,11.5,0,0.0000,1.0
2020-04-30,11.5,11.5,11.5,11.5,11.5,2,0.0000,1.0
