fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2019-03-31,CNY,84263000.0,228249000.0,143986000.0,143986000.0,-34082930.0,118360000.0,0,271339783.0,None,197190,7759450,0,None,0,None,None,-26323480.0,933470.0,None,-27419705.0,None,-6474000.0,None,-28095860.0
