,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,DOYU,2020-09-30,CNY,9494115000,8563087000,5774863000,5774863000,None,None,931028000,113240000,None,164240000,164240000,13498000,None,620566000,2060121000,527619000,19484000,2089792000,2033578000,None,None,None,None,56214000,61485000,None,None,None,61485000,455183000,None,7378204000,None,-2666364000,23000,32094655
1,DOYU,2020-06-30,CNY,9489468000,8667304000,8178190000,8178190000,None,None,822164000,120752000,None,188538000,188538000,14032000,None,481671000,None,287971000,17171000,1958772000,1880422000,None,None,None,None,78350000,82761000,None,None,None,82761000,459899000,None,7478131000,None,-2752222000,22000,31747952
2,DOYU,2020-03-31,CNY,9213484000,8567854000,7948968000,7948968000,None,None,645630000,124360000,None,193581000,193581000,31189000,None,279430000,None,376288000,17070000,2080782000,1992744000,None,None,None,None,88038000,82144000,None,None,None,82144000,452015000,None,7128370000,-695098000,-3088268000,22000,31747952
3,DOYU,2019-12-31,CNY,9103670339,8601650417,8091990270,8091990270,0,None,502019922,38909465,0,198056841,198056841,30972888,None,225533885,0,181696394,8546843,1840306465,1794236117,None,None,None,0,46070348,0,0,0,None,0,628028055,46070348,7241909004,-168567130,-3348717860,22144,32751819
4,DOYU,2019-09-30,CNY,9221170000,8740459000,8216706000,8216706000,0,None,480711000,44262000,0,196916000,196916000,31165000,None,145126000,0,185778000,63242000,1842103000,1792058000,None,None,None,0,50045000,0,0,0,None,0,10.38,0,7367504000,0,-3510317000,22000,280000000
5,DOYU,2019-06-30,CNY,5646231000,5199559000,4399996000,4399996000,0,None,446672000,43770000,0,189773000,189773000,30772000,None,145479000,0,410562000,36878000,8561393000,1916570000,None,None,None,0,6644823000,0,0,0,None,0,14.59,0,-2919659000,0,-3345680000,5000,294000000
6,DOYU,2019-03-31,CNY,5323505390,4870421256,4308100268,4308100268,0,None,453084134,48014620,0,189825736,189825736,30491849,None,146553987,0,31801760,38197938,8370036179,1725213540,None,None,None,0,6644822639,0,0,0,None,0,35194997,0,3592914590,0,-3369715910,5150,293000000
7,DOYU,2018-12-31,CNY,6494851722,6117009044,5562204889,5562204889,0,None,0,1065812.73,0,131013892,131013892,13567679,None,2837487.10,0,1767542.38,48581307,9508735209,2863912570,None,None,None,0,0,0,0,0,None,None,37357910.28,0,-63699933.04,0,-71617029.19,108.81,0
8,DOYU,2018-03-31,USD,0,0,0,0,0,None,0,0,0,0,0,0,None,0,0,0,0,0,0,None,None,None,0,0,0,0,0,None,None,0,0,-3038123876.25,0,0,0,None
9,DOYU,2017-12-31,USD,1238878558.90,1036211795.36,648014353.31,648014353.31,0,None,0,60370031.22,0,19999606.10,19999606.10,0,None,115442553.14,0,43266184.70,0,1047101615.23,1047101615.23,None,None,None,0,0,0,0,0,None,None,304281019.57,0,-2965883149.99,0,-3016922377.81,0,None
