,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,ITOS,2020-09-30,USD,350944000,345734000,339981000,339981000,None,2307000,1674000,1287000,2440000,None,None,None,None,None,None,None,261000,15318000,10325000,2409000,6350000,None,None,4993000,None,None,None,None,None,1862000,505000,335626000,None,-58994000,35000,35044758
1,ITOS,2020-06-30,USD,145211000,140395000,136870000,136870000,None,212000,1644000,1251000,2302000,None,None,None,None,None,None,1700000,270000,12161000,7516000,2656000,5661000,None,None,4645000,None,None,None,None,None,1500000,484000,133050000,None,-48314000,1000,388415
