,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,SLGG,2020-12-31,USD,13977000,9367000,7942000,7942000,None,588000,4610000,138000,None,4472000,1907000,2565000,None,None,None,None,None,3037000,1829000,None,0,None,None,1208000,None,1208000,None,1208000,1208000,None,None,None,None,-104544000,25000,15483010
1,SLGG,2020-09-30,USD,17209000,12531000,10346000,10346000,None,972000,4678000,160000,None,4518000,1953000,2565000,None,None,None,1213000,None,1963000,758000,None,31000,None,None,1205000,None,1205000,None,1205000,1205000,31000,None,15246000,None,-99804000,25000,15483010
2,SLGG,2020-06-30,USD,12803000,8099000,6241000,6241000,None,497000,4704000,186000,None,4518000,1953000,2565000,None,None,None,1361000,None,2052000,850000,None,0,None,None,1202000,None,1202000,None,1202000,1202000,None,None,10751000,None,-95506000,20000,10460696
3,SLGG,2020-03-31,USD,11145000,6599000,4771000,4771000,None,369000,4546000,212000,None,4334000,1769000,2565000,None,None,None,1459000,4546000,2159000,2159000,None,64000,None,None,None,None,None,None,None,None,64000,None,8986000,None,-90946000,18000,8595742
4,SLGG,2019-12-31,USD,14447000,9659000,8442000,8442000,None,293000,4788000,239000,3236000,4549000,1984000,2565000,None,None,None,924000,4788000,1004000,1004000,None,151000,None,None,None,None,None,None,None,None,151000,None,13443000,None,-85812000,18000,8573922
5,SLGG,2019-09-30,USD,18773000,14064000,12586000,12586000,None,332000,4709000,257000,3201000,4452000,1887000,2565000,None,None,None,1146000,4709000,1567000,1567000,None,113000,None,None,None,None,None,None,None,None,113000,None,17206000,None,-81124000,18000,4610109
6,SLGG,2019-06-30,USD,16180000,16180000,16180000,16180000,None,470000,4206000,272000,3164000,3934000,1369000,2565000,None,None,None,1238000,4206000,0,1185000,None,65000,None,None,None,None,None,None,None,None,65000,None,20909000,None,-76707000,18000,8569922
7,SLGG,2019-03-31,USD,21486000,21486000,21486000,21486000,None,315000,1326000,299000,3121000,1027000,1027000,None,None,None,None,1080000,1326000,0,1040000,None,None,None,None,None,None,None,None,None,None,15000,None,23167000,None,-71202000,18000,8368833
8,SLGG,2018-12-31,USD,4987000,3749000,2774000,2774421,None,None,None,531000,2871000,706821,707000,None,None,None,None,154344,None,-15922000,11781000,None,None,None,None,None,None,None,None,None,None,45000,None,-6794496,None,-55133473,14000,4610109
