,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,STPK,2020-12-31,USD,385286084,1564337,936773,936773,None,None,383721747,None,None,None,None,None,None,None,None,None,383721747,16438821,2809435,93965,None,None,None,13629386,None,None,None,None,None,None,None,368847263,None,-3382018,1156,47948130
1,STPK,2020-09-30,USD,386179543,2575989,1800000,1800000,None,None,383603554,None,None,None,None,None,None,None,None,None,383603554,14345414,716028,445093,None,None,None,13629386,None,None,None,None,None,None,None,371834129,None,-395152,1127,47948130
