,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,WAFU,2020-03-31,USD,12565280,10250785,6833890,6833890,None,None,2314494,1379018,None,None,None,None,None,10977,None,150213,345160,3500690,2904555,None,None,None,None,361595,615927,None,None,None,None,2274768,None,9064589,None,4955423,43810,4381033
1,WAFU,2019-12-31,USD,None,10250785,None,None,None,None,None,1379018,None,None,None,None,None,None,None,150213,None,None,2904555,None,None,None,None,None,None,None,None,None,None,2274768,None,None,None,4955423,43810,None
2,WAFU,2019-09-30,USD,13306780,10622639,9597530,9597530,None,None,2684142,1493805,None,None,None,None,None,266256,None,86527,363650,3768600,3041680,None,None,None,None,500006,744033,None,None,None,None,2501262,None,9538177,None,5419097,43810,None
3,WAFU,2019-06-30,USD,13306781,10622639,9597530,9597530,None,None,None,1493805,None,None,None,None,None,266256,None,86527,None,3541686,3041680,None,None,None,None,None,None,None,None,None,None,2501262,None,9538177,None,5419097,43810,None
4,WAFU,2019-03-31,USD,8482650,6837870,3927720,3927720,0,None,1644785,868802,0,313330,313330,0,None,283113,0,563160,403470,1996300,1784950,None,None,None,0,0,0,0,0,None,None,1427577,0,6486350,0,6644124,32000,0
5,WAFU,2018-12-31,USD,8482654,6837869,3927718,3927718,0,None,0,868802,0,0,0,0,None,283113,0,563158,0,1784951,1784951,None,None,None,0,0,0,0,0,None,None,1427577,0,6486350,0,6644124,32000,0
6,WAFU,2018-09-30,USD,9219480,7460610,4091090,4091090,82200,None,0,609250,0,271990,271990,0,None,351137,0,236550,293000,1843110,1519910,None,None,None,0,0,0,0,0,None,None,1158678,0,7376380,0,7734490,32000,0
7,WAFU,2018-06-30,USD,9219484,7460610,4091091,4091091,82198,None,0,609246,0,271991,271991,0,None,351137,0,516990,0,1519908,1519908,None,None,None,0,0,0,0,0,None,None,1158678,0,7376375,0,7734494,32000,0
8,WAFU,2018-03-31,USD,9607700,8209360,4722960,4722960,7730,None,None,667020,None,29760,29760,0,None,384183,0,337110,317380,1651990,1434390,None,None,None,0,None,None,0,0,None,None,1112814,None,7955720,0,7590310,32000,None
9,WAFU,2017-12-31,USD,9607704,8209362,4722955,4722955,7732,None,None,667017,None,29760,29760,0,None,384183,0,294877,None,1434391,1434391,None,None,None,0,None,None,0,0,None,None,1112814,None,7955717,0,7590307,32000,None
10,WAFU,2017-09-30,USD,8256890,7086280,4836900,4836900,7370,None,None,694230,None,None,None,None,None,None,None,57110,101770,1271120,1046080,None,None,None,None,None,None,None,None,None,None,None,None,6985770,None,7052760,32000,None
