,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,DUO,2020-09-30,CNY,4214816000,3671128000,953627000,953627000,None,None,543688000,None,None,None,None,None,None,None,25990000,487355000,None,2683561000,2670297000,None,None,None,447944000,13264000,None,None,447944000,None,447944000,37354000,None,1531255000,None,None,1531255000,None
1,DUO,2020-06-30,CNY,4040332000,3446992000,833688000,833688000,None,None,593340000,None,None,None,None,None,None,None,21202000,509203000,None,2539581000,2526632000,None,None,None,None,12949000,None,None,None,None,361944000,37333000,None,1500751000,None,None,1500751000,1996169104
2,DUO,2020-03-31,CNY,4174629000,3296351000,826520000,826520000,None,None,878278000,None,None,None,None,None,None,None,11500000,445179000,None,2684702000,2672349000,None,None,None,488000000,12353000,None,None,None,None,488000000,41442000,None,1489927000,None,None,1489927000,1996169104
3,DUO,2019-12-31,CNY,4372125000,3730020000,1103747000,1103747000,0,None,642105000,8298000,0,0,0,0,None,619263000,11500000,358362000,7255000,2783070000,2771160000,None,None,None,490000000,11910000,0,0,490000000,None,490000000,299919000,11910000,1589055000,0,-2922184000,1000,1823260236
4,DUO,2019-09-30,CNY,3552776000,2940547000,487927000,487927000,0,None,612229000,0,0,0,0,0,None,0,42600000,233424000,612229000,5469662000,2477931000,None,None,None,386030000,2991731000,0,0,386030000,None,386030000,53847000,12987000,-1916886000,0,-1916886000,0,79000000
5,DUO,2019-06-30,CNY,3283243000,2821061000,532006000,532006000,0,None,462182000,11921000,0,0,0,0,None,433543000,20600000,228351000,8779000,5167403000,2295520000,None,None,None,295000000,2871883000,0,0,295000000,None,295000000,46078000,0,-1884160000,0,-1667089000,0,0
6,DUO,2019-03-31,CNY,2896605000,2456075000,426149000,426149000,0,None,0,13546000,0,0,0,0,None,2.11,70483000,231506000,35665000,2011627000,1999365000,None,None,None,299000000,0,0,0,0,None,299000000,1.92,0,884978000,0,-1704754000,0,0
7,DUO,2018-12-31,USD,2879284000,2429293000,443586000,443586000,0,None,0,2246129.24,0,0,0,0,None,58466089.99,71483000,71415134.11,23915000,4746574000,1990784000,None,None,None,395000000,0,0,0,0,None,395000000,53883986.33,0,-272269099.37,0,-240359816.82,0,0
8,DUO,2018-09-30,USD,61025327.15,51487939.39,9401636.23,9401636.23,0,None,0,2249268.44,0,0,0,0,None,8523606.75,1515054.94,10411411.46,0,42461935.39,42193908.24,None,None,None,0,0,0,0,0,None,None,7855594.75,0,-39693345.90,0,-240695744.59,0,0
