,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,MDWT,2020-12-31,USD,726400759,161275902,151679274,155577254,None,5665487,1152162,103964,1023334,700000,700000,0,518194579,381061338,377163358,52123482,None,640071260,19477313,None,None,None,None,396911,396911,None,None,None,None,19315610,None,86329499,175333,-53522078,3738,3737564
1,MDWT,2020-09-30,USD,536649261,141983389,136431785,136431785,None,5516302,1170504,91822,1010406,700000,700000,0,340143952,250542950,250542950,56587834,None,511571098,16949836,None,None,None,None,428851,428851,None,None,None,None,16851100,None,25078163,175333,-41607833,2719,2718967
2,MDWT,2020-06-30,USD,395709195,80572132,75041902,75041902,None,5488101,1214850,105685,997793,700000,700000,0,263230569,200110287,263230569,51697851,56281390,369756477,12862431,None,None,None,None,460791,460791,None,None,None,None,12629508,None,25952718,None,-36070591,1361786,1361557779
3,MDWT,2020-03-31,USD,264028177,26052347,25506856,26006856,None,None,1220813,81165,985796,700000,700000,0,178703901,126332863,178703901,57954182,58685895,255422795,11299549,None,None,None,None,492730,492730,None,None,None,None,11140869,None,8418405,None,-19533252,1023409,1023408553
4,MDWT,2019-12-31,USD,219915886,44266592,43716205,44216205,None,None,1258440,85395,975480,700000,700000,0,138602143,117741861,138602143,38619766,36456184,205757138,1860,None,None,1860,None,524248,526108,None,None,None,None,11225323,None,14034271,None,-41081710,2042,1023408553
5,MDWT,2019-09-30,USD,142526651,24948666,24369609,24869609,None,None,1277493,71052,964452,700000,700000,0,80882188,67764433,80882188,35076690,36157665,126944474,3720,None,None,3720,None,554921,558641,None,None,None,None,14838506,None,15533516,None,-39337736,1023409,1023408553
6,MDWT,2019-06-30,USD,94206195,10405667,10274224,10274224,None,None,1323454,83617,954800,700000,700000,0,44973276,40753983,44973276,35684651,37815347,77508260,5579,None,None,5579,None,585595,591174,None,None,None,None,13779733,None,16696089,None,-37674922,1023409,1023408553
7,MDWT,2019-03-31,USD,74661997,4100104,3814539,3814539,None,None,1356046,82813,944986,700000,700000,0,25332806,25289696,25332806,42977368,44382989,77591885,8235,None,None,None,None,None,623707,18950802,None,None,18950802,22470549,None,-4520555,None,-36843070,22874,22873764
8,MDWT,2018-12-31,USD,66491249,3199416,2832567,2832567,None,None,1398043,91414,943323,700000,700000,0,17428026,17384183,None,44238423,None,69128199,26349847,None,None,None,None,None,None,18938705,None,18938705,18938705,24953222,None,-4136950,None,-35348052,22874,22873764
9,MDWT,2018-09-30,USD,46136679,555443,555443,555443,None,None,796925,96925,931772,700000,700000,0,18600710,17704697,None,23125950,None,46990394,2970961,None,None,None,None,None,None,612266,550000,600000,612266,966731,None,-2353715,None,-33924321,22874,22873764
10,MDWT,2018-06-30,USD,49979239,2660663,2660663,2660663,None,None,809449,109449,919248,700000,700000,0,20346000,19407867,None,23078451,None,48815306,2704577,None,None,None,None,None,None,600000,550000,600000,600000,968979,None,-336067,None,-31961042,22861,22860701
11,MDWT,2018-03-31,USD,48623157,505220,505220,505220,None,None,815418,115418,906572,700000,700000,0,21283222,20348789,None,22949956,None,47720895,2571297,None,None,None,550000,None,None,550000,550000,None,None,1002418,None,902262,None,-31042403,22861,None
12,MDWT,2017-12-31,USD,49669612,951527,951527,951527,None,None,827976,127976,894014,700000,700000,0,21598086,25226260.36,None,27290451.54,None,47434233,3344629.52,None,None,None,660501.98,None,None,660501.98,660501.98,None,None,1196428.49,None,2684495.02,None,-36366660.26,22861,None
13,MDWT,2017-09-30,USD,47539335,677436,677436,677436,None,None,839212,139212,882778,700000,700000,0,22193503,21245220,None,20576259,None,45200437,2552790,None,None,None,550000,None,None,550000,550000,None,None,386918,None,2338824,None,-30037608,22764,None
14,MDWT,2017-06-30,USD,47516336,2282502,2282502,2282502,None,None,866411,166411,982830,700000,700000,0,27749926,26815486,None,11760217,None,44591680,2564700,None,None,None,550000,None,None,550000,550000,None,None,49610,None,2924582,None,-29367826,22764,None
15,MDWT,2017-03-31,USD,46939493,1221510,1221510,1221510,None,None,866246,166246,978254,700000,700000,0,27961220,27961220,None,None,None,43517518,None,None,None,None,None,None,None,550000,None,None,None,None,None,3421975,None,-28577351,22559,None
16,MDWT,2016-12-31,USD,47267129,661545,661545,661545,None,None,858471,158471,961864,700000,700000,0,28669251,28669251,None,None,None,42998207,None,None,None,None,None,None,None,550000,None,None,None,None,None,4268922,None,-27533447,22559,None
17,MDWT,2016-09-30,USD,50352821,2390031,2390031,2390031,None,None,2001220,171396,946370,1829824,700000,1129824,28350322,None,None,None,None,42558475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22559,None
