,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,PLIN,2020-06-30,USD,63349434,50275934,1533237,1533237,None,None,13073500,6181740,None,437989,437989,5185866,None,None,None,8021046,579452,36522598,32735590,None,None,None,None,3787008,630254,2788196,14918197,None,None,10030474,None,23806462,None,8705266,239711,23971084
1,PLIN,2020-03-31,USD,None,50275934,None,None,None,None,None,6181740,None,None,None,None,None,None,None,8021046,None,None,32735590,None,None,None,None,None,None,None,None,None,None,10030474,None,None,None,8705266,239711,None
2,PLIN,2019-12-31,USD,56872208,50876771,2258271,2258271,755191,None,5995437,5137802,None,450378,450378,None,None,None,None,3459528,None,32227222,29967924,None,None,None,None,2259298,1257957,1118738,13805353,None,None,4964180,None,24644986,None,12965156,220940,22094027
3,PLIN,2019-09-30,USD,None,50876771,None,None,755191,None,None,5137802,None,None,None,None,None,None,None,3459528,None,None,29967924,None,None,None,None,None,None,None,None,None,None,4964180,None,None,None,12965156,220940,None
4,PLIN,2019-06-30,USD,51351317,45698915,3216005,3216005,112641,None,5652402,4549212,None,462738,462738,None,None,None,None,2588182,None,26826103,22828865,None,None,None,4843500,3997238,None,3997238,7918749,None,None,5868783,None,24525214,None,12085566,219640,None
5,PLIN,2019-03-31,USD,51351317,45698915,3216005,3216005,112641,None,None,4549212,None,462738,462738,None,None,None,None,2588182,None,26826103,22828865,None,None,None,3075249,None,None,3997238,3075249,None,None,5868783,None,24525214,None,13582208,219640,None
6,PLIN,2018-12-31,USD,47639650,41123420,292490,292490,129830,None,None,4206300,None,467980,467980,None,None,None,None,1302652,None,30266650,29340580,None,None,None,4396310,None,None,926070,None,None,None,7369500,None,17372990,None,10354700,2000670,None
7,PLIN,2018-09-30,USD,47639648,41123421,292485,292485,129826,None,None,4206303,None,467979,467979,None,None,None,None,1302652,None,32066654,29340580,None,None,None,None,None,None,926074,None,None,None,7369500,None,15572994,None,10354701,200667,None
8,PLIN,2018-06-30,USD,33729690,29044740,308030,308030,2730,None,None,3962460,None,492330,492330,None,None,None,None,11060,None,17896160,16914660,None,None,None,9437520,None,None,981500,None,None,None,4407667,None,15833540,None,9218620,2000000,None
9,PLIN,2018-03-31,USD,33729693,29044735,308033,308033,2728,None,None,3962455,None,492330,492330,None,None,None,None,1831739,None,19696158,16914656,None,None,None,None,None,None,981502,None,None,None,4407667,None,14033535,None,9218617,200000,None
10,PLIN,2017-12-31,USD,46540900,41568980,1521250,1521250,112400,None,None,4250450,None,507460,507460,None,None,None,None,768440,None,34051810,34051810,None,None,None,11305100,None,None,None,None,None,None,None,None,12489090,None,7344330,200000,None
