,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,TPGY,2020-09-30,USD,940331,940331,158064,158064,None,None,0,None,None,None,None,None,None,None,None,782267,None,938876,938876,None,None,None,300000,0,None,None,300000,None,300000,638876,None,1455,None,-23545,2000,43750000
1,TPGY,2020-06-30,USD,25093,25093,25093,25093,None,None,0,None,None,None,None,None,None,None,None,None,None,9455,9455,None,None,None,None,0,None,None,None,None,None,None,None,15638,None,-9362,None,43750000
