,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,SWTX,2020-12-31,USD,576191000,513398000,147089000,561800000,None,None,62793000,1075000,None,None,None,None,833333000,57207000,361395000,None,2002000,19133000,17610000,1350000,None,None,1375000,1523000,2734000,None,None,None,1375000,None,164000,557058000,None,-118603000,5000,48819591
1,SWTX,2020-09-30,USD,286100000,278902000,84831000,276800000,None,None,7198000,1176000,None,None,None,None,196005000,4017000,191988000,None,1440000,13345000,12752000,1064000,None,None,None,593000,None,None,None,None,None,384000,96000,272755000,None,-129875000,4000,43128804
2,SWTX,2020-06-30,USD,301020000,293796000,226666000,291200000,None,None,7224000,1072000,None,None,None,None,68714000,4147000,64567000,None,1440000,10146000,9551000,909000,None,None,None,595000,None,None,None,None,None,377000,None,290874000,None,-108216000,4000,43016501
3,SWTX,2020-03-31,USD,317408000,313642000,311075000,311075000,None,None,3766000,885000,None,None,None,None,876000,876000,None,None,1440000,9274000,8582000,1617000,None,None,None,692000,None,None,None,None,None,370000,None,308134000,None,-88323000,4000,43003733
4,SWTX,2019-12-31,USD,334831000,331361000,327652000,327700000,None,None,3470000,795000,None,None,None,None,976000,976000,None,None,1159000,12759000,11970000,2654000,None,None,None,789000,None,None,None,None,None,363000,None,322072000,None,-73029000,4000,43006077
5,SWTX,2019-09-30,USD,348395000,344514000,343800000,343800000,None,None,3881000,820000,None,None,None,None,None,999000,None,None,2062000,11076000,10195000,2157000,None,None,None,881000,None,None,None,None,None,356000,None,337319000,None,-56812000,4000,3088636
