,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,OM,2020-12-31,USD,403829000,345911000,294972000,294972000,18384000,None,57918000,23251000,None,None,None,None,None,None,19898000,None,34667000,75220000,36692000,None,None,None,None,38528000,8926000,29674000,None,None,None,6114000,None,328609000,None,-494059000,43000,42722000
1,OM,2020-09-30,USD,426022000,367824000,311327000,311327000,11810000,None,58198000,22910000,None,None,None,None,None,None,32888000,None,33311000,71689000,33043000,None,None,None,None,38646000,9091000,29652000,None,None,62540000,8793000,None,354333000,None,-462016000,42000,42701000
2,OM,2020-06-30,USD,185439000,159866000,141871000,141871000,6537000,None,25573000,20001000,None,None,None,None,None,None,2519000,None,4322000,62427000,53601000,None,None,None,29418000,8826000,8919000,None,29418000,None,38337000,6576000,None,123012000,None,-419727000,46000,39602737
3,OM,2020-03-31,USD,None,180714000,None,None,3682000,None,None,9888000,None,None,None,None,None,None,None,None,None,None,24985000,None,None,None,None,None,None,None,None,None,None,4951000,None,None,None,-393222000,46000,None
4,OM,2019-12-31,USD,88366000,79646000,36926000,36926000,4596000,None,8720000,None,None,None,None,None,None,None,33152000,None,825000,460553000,24910000,None,None,None,7500000,435643000,0,21561000,7500000,None,29061000,1137000,None,-372187000,None,-372567000,None,39602737
5,OM,2019-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
