,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,MKD,2020-06-30,CNY,781881000,751565000,45537000,45537000,2910000,None,30316000,2499000,None,None,None,None,None,None,364311000,182169000,None,712669000,661279000,None,None,None,None,51390000,20814000,None,29873000,None,None,220638000,None,69212000,None,-858834000,110000,345632784
1,MKD,2020-03-31,CNY,None,751565000,None,None,2910000,None,None,2499000,None,None,None,None,None,None,None,182169000,None,None,661279000,None,None,None,None,None,None,None,None,None,None,220638000,None,None,None,-858834000,110000,None
2,MKD,2019-12-31,CNY,492717000,486832000,15156000,15156000,4351000,None,5885000,4325000,None,1560000,1560000,None,None,None,None,234737000,3896000,709214000,675761000,None,None,None,13749000,33453000,3080000,33453000,13749000,None,16829000,161018000,None,-216497000,None,-753897000,98000,345127023
3,MKD,2019-09-30,CNY,381027000,375041000,36867000,36867000,3940000,None,5986000,4062000,None,1924000,1924000,None,None,None,None,228652000,5986000,545115000,374094000,None,None,None,13749000,171021000,2810000,170748000,13749000,None,184497000,150152000,None,-164088000,None,-693571000,98000,None
4,MKD,2019-06-30,USD,295818000,287612000,17872000,17872000,6161000,None,None,6224000,None,1982000,1982000,None,None,None,None,164027000,None,439674000,275158000,None,None,None,13749000,None,None,163206000,None,None,176955000,107940000,None,-143856000,None,-664019000,98000,None
5,MKD,2019-03-31,USD,295818000,287612000,17872000,17872000,6161000,None,None,6224000,None,1982000,1982000,None,None,None,None,164027000,None,439674000,275158000,None,None,None,None,None,None,120227000,None,None,None,107940000,None,-143856000,None,-664019000,98000,None
6,MKD,2018-12-31,CNY,371598000,367702000,6477000,6477000,7256000,None,0,1762000,0,2134000,2134000,0,None,0,0,6130562.99,0,433223000,255417000,None,None,None,82000,0,0,177776000,0,None,None,3848394.03,0,-61625000,0,-560349000,98000,0
7,MKD,2018-09-30,CNY,358354000,353658000,38442000,38442000,8579000,None,0,1895000,0,2201000,2201000,0,None,0,0,34000000,0,377400000,231618000,None,None,None,29792000,0,0,145640000,0,None,None,0,0,-19046000,0,-393748000,98000,0
