,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,OZON,2020-08-31,RUB,49053000000,21161000000,5126000000,5126000000,11265000000,None,27892000000,23954000000,None,None,None,None,None,1208000000,None,1319000000,None,54632000000,42680000000,None,None,None,None,11952000000,14346000000,391000000,10262000000,None,None,3365000000,38000000,-5579000000,None,-45942000000,6000000,177130154
1,OZON,2020-05-31,RUB,None,19094000000,None,None,8357000000,None,None,20447000000,None,None,None,None,None,None,None,1105000000,None,None,35371000000,None,None,None,None,None,None,None,None,None,None,2565000000,None,None,None,-42063000000,6000000,None
2,OZON,2019-11-30,RUB,38435000000,18867000000,3003000000,3003000000,10774000000,None,19568000000,16445000000,None,None,None,None,None,1139000000,None,969000000,None,37618000000,29506000000,None,None,None,None,8112000000,9609000000,166000000,3950000000,None,None,4186000000,None,817000000,None,-32826000000,6000000,177130154
3,OZON,2002-02-28,USD,192071,153175,73102,73102,0,None,0,14641,0,24255,24255,0,None,0,0,0.10,0,1129429,1129429,None,None,None,0,0,0,0,7.46,None,None,100000,0,-942714,-5.04,-21110725,38616,0
4,OZON,2001-11-30,USD,215781,154546,106054,106054,24302,None,0,25214,0,36021,36021,0,None,0,0,0.06,0,1128453,1128453,None,None,None,0,0,0,0,313.47,None,None,100000,0,-913033,-226.43,-20889926,37348,0
5,OZON,2001-08-31,USD,110629,30328,11446,11446,0,None,0,30861,0,49440,49440,0,None,0,0,5.03,0,1164747,1164747,None,None,None,0,0,0,0,3302.47,None,None,100000,0,-1054482,-2519.51,-20920237,35326,0
6,OZON,2001-05-31,USD,450198,328746,85919,85919,0,None,0,59783,0,61669,61669,0,None,0,0,0.04,0,1031603,1031603,None,None,None,0,0,0,0,0.26,None,None,100000,0,-581770,-0.21,-20404820,33582,0
7,OZON,2001-02-28,USD,315000,None,None,None,None,None,None,68000,None,73000,73000,None,None,None,None,3000,None,1354000,1354000,None,None,None,None,None,None,None,None,None,None,219000,None,None,-502000,None,30000,None
8,OZON,2000-11-30,USD,493000,None,None,None,18000,None,None,77000,None,None,None,None,None,None,None,5000,None,1378000,1378000,None,None,None,None,None,None,None,None,None,None,281000,None,None,-502000,None,29000,None
9,OZON,2000-08-31,USD,514000,None,None,None,18000,None,None,105000,None,None,None,None,None,None,None,11000,None,1372000,1372000,None,None,None,None,None,None,None,None,None,None,272000,None,None,-502000,None,28000,None
10,OZON,2000-05-31,USD,455000,None,None,None,18000,None,None,119000,None,None,None,None,None,None,None,30000,None,944000,944000,None,None,None,None,None,None,None,None,None,None,349000,None,None,-502000,None,27000,None
11,OZON,2000-02-29,USD,467000,None,None,None,18000,None,None,136000,None,None,None,None,None,None,None,6000,None,1060000,1060000,None,None,None,None,None,None,None,None,None,None,549000,None,None,-502000,None,25000,None
