,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,INTZ,2020-12-31,USD,19882000,18307000,16704000,16704000,None,1233000,1575000,466000,-1097000,None,None,None,None,None,None,370000,79000,4221000,2142000,None,177000,442000,421000,2079000,2375000,633000,421000,212000,633000,685000,None,15661000,362000,-61295000,174000,17418000
1,INTZ,2020-09-30,USD,4785000,3182000,1505000,1505000,None,1030000,1603000,356000,None,None,None,None,None,None,None,647000,57000,3531000,2196000,None,58000,423000,392000,1335000,1000,631000,392000,239000,631000,384000,1096000,1254000,362000,-57367000,149000,14929000
2,INTZ,2020-06-30,USD,5938000,4327000,2872000,2872000,None,1067000,1611000,311000,None,None,None,None,None,None,None,388000,36000,3469000,1949000,None,164000,323000,285000,1520000,5000,630000,285000,345000,630000,183000,1175000,2469000,362000,-55957000,138000,13792000
3,INTZ,2020-03-31,USD,6126000,4418000,3217000,3217000,None,1032000,1708000,333000,None,None,None,None,None,None,None,1506000,38000,2974000,1719000,None,284000,43000,None,1255000,11000,None,0,None,1532000,337000,None,3152000,362000,-55242000,138000,13778000
4,INTZ,2019-12-31,USD,6835000,5052000,3334000,3334000,None,1566000,1783000,335000,-909000,None,None,None,None,None,None,1500000,38000,3279000,1943000,None,516000,43000,None,1336000,21000,None,0,None,1599000,536000,None,3556000,362000,-54777000,136000,13542000
5,INTZ,2019-09-30,USD,2111000,2111000,2111000,2111000,None,2704000,1813000,295000,None,None,None,None,None,None,None,136000,38000,0,2073000,None,643000,320000,None,1421000,32000,None,277000,None,1666000,675000,1421000,3270000,362000,-55073000,135000,13540000
6,INTZ,2019-06-30,USD,6415000,4507000,1477000,1477000,None,2705000,1908000,314000,None,None,None,None,None,None,None,325000,38000,68000,3090000,None,1183000,319000,None,1503000,43000,None,271000,None,1731000,1203000,1503000,1822000,362000,-56536000,135000,13529000
7,INTZ,2019-03-31,USD,4542000,2628000,951000,951000,None,1492000,1914000,273000,None,None,None,None,None,None,None,185000,38000,1663000,2075000,None,475000,303000,250000,2386000,54000,815000,250000,None,1767000,778000,2386000,81000,362000,-58295000,135000,13515000
8,INTZ,2018-12-31,USD,4069000,3710000,1652000,1652000,None,1967000,359000,321000,None,None,None,None,None,None,None,91000,38000,5206000,3252000,None,1004000,58000,58000,1879000,64000,1815000,0,None,122000,1004000,1815000,-1062000,362000,-59242000,133000,13249000
9,INTZ,2018-09-30,USD,2507000,2179000,853000,853000,None,1117000,328000,290000,None,None,None,None,None,None,None,209000,38000,104000,2595000,None,619000,52000,52000,1862000,47000,1815000,52000,None,99000,619000,1815000,-1950000,362000,-60092000,131000,13120000
10,INTZ,2018-06-30,USD,2123000,1862000,376000,376000,None,1068000,261000,223000,None,None,None,None,None,None,None,418000,38000,69000,2902000,None,947000,56000,56000,1875000,60000,1815000,56000,None,116000,947000,1815000,-2654000,362000,-60709000,130000,13017000
11,INTZ,2018-03-31,USD,1765000,1558000,133000,133000,None,1244000,207000,169000,None,None,None,None,None,None,None,181000,38000,36000,1874000,None,76000,46000,46000,3003000,38000,2965000,46000,None,84000,76000,2965000,-3112000,362000,-61183000,130000,13012000
12,INTZ,2017-12-31,USD,1452000,1290000,224000,224000,15000,962000,162000,124000,-1695000,None,None,None,None,None,None,89000,38000,5083000,2079000,None,406000,44000,44000,2882000,17000,2882000,44000,None,61000,406000,2865000,-3509000,362000,-61529000,128000,12798000
13,INTZ,2017-09-30,USD,1409000,1209000,263000,263000,30000,879000,200000,162000,None,None,None,None,None,None,None,37000,38000,104000,2199000,None,658000,70000,70000,2887000,22000,2887000,70000,None,92000,658000,2865000,-3677000,362000,-61720000,128000,12798000
14,INTZ,2017-06-30,USD,1268000,1022000,397000,397000,45000,489000,246000,208000,None,None,None,None,None,None,None,91000,38000,69000,2435000,None,938000,94000,94000,3057000,32000,3057000,94000,None,126000,938000,3025000,-4224000,362000,-62288000,128000,12798000
