,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,VIRI,2020-12-31,USD,31472731,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1531842,None,None,None,None,None,None,None,None,None,None,None,None,None,29940889,None,None,None,8282494
1,VIRI,2020-09-30,USD,785374,560096,499082,499082,None,None,225278,None,None,None,None,None,None,None,None,None,None,5935250,1784474,None,None,None,None,4150776,None,4150776,None,None,None,79842,None,-5149876,None,-21463877,16239001,7832494
2,VIRI,2020-06-30,USD,1272522,1212522,1048492,1048492,93398,None,60000,None,None,None,None,None,None,None,None,None,None,7336169,1849778,None,None,None,None,5486391,None,5486391,None,None,None,None,None,-6063647,None,-18739848,12601201,7832494
3,VIRI,2019-12-31,USD,315900,315900,309384,309384,None,None,0,None,None,None,None,None,None,None,None,None,None,5258409,1620866,None,None,None,None,3637543,None,3637543,None,None,None,None,None,-4942509,None,-17618710,None,7832494
