,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,ALUS,2020-12-31,USD,290439566,605125,370958,370958,None,None,289834441,None,None,None,None,None,None,289834441,None,234167,289834441,13467963,13467963,None,None,None,None,0,None,None,None,None,None,None,None,5000902,None,-2977157,896,35937500
1,ALUS,2020-09-30,USD,290943379,1151449,1109632,1109632,None,None,289791930,None,None,None,None,None,None,289791930,None,41817,289791930,10101827,10101827,None,None,None,None,0,None,None,None,None,None,10062500,None,5000861,None,892792,857,35937500
2,ALUS,2020-06-30,USD,291127190,1484316,1399600,1399600,None,None,289642871,None,None,None,None,None,None,289642871,None,84716,289642871,10110350,47847,None,None,None,None,0,None,None,None,None,None,10062500,None,281016840,None,1068080,854,35937500
3,ALUS,2020-03-31,USD,291567360,1962093,1880200,1880200,None,None,289605262,None,None,None,None,None,None,289605262,None,81894,289605262,10134250,71751,None,None,None,None,0,None,None,None,None,None,10062500,None,281433104,None,1484344,850,35937500
4,ALUS,2019-12-31,USD,290226192,2395411,2282362,2282362,None,None,None,None,None,None,None,None,None,None,287830781,113049,None,285226182,5224,None,None,None,None,None,None,None,None,None,5224000,10062500,None,5000010,None,209708,846,None
5,ALUS,2019-09-30,USD,150000,None,None,None,None,None,154568,None,None,None,None,None,None,None,None,None,150000,140000,140000,None,None,None,87529,0,None,None,87529,None,90000,None,None,18510,None,-6490,None,None
6,ALUS,2019-06-30,USD,60837,None,None,None,None,None,60837,None,None,None,None,None,None,None,None,None,60837,42162,42162,None,None,None,32115,0,None,None,32115,None,32115,10047,None,18675,None,-6325,575,None
7,ALUS,2008-12-31,USD,17074000,None,None,None,5810000,None,None,2101000,None,None,None,None,None,None,None,388000,None,7706000,7080000,None,None,None,None,None,None,561000,None,None,None,1724000,None,9368000,None,None,2000,None
8,ALUS,2008-09-30,USD,19989000,None,None,None,5390000,None,None,2240000,None,None,None,None,None,None,None,279000,None,7740000,6341000,None,None,None,None,None,None,1350000,None,None,None,2040000,None,12249000,None,None,2000,None
9,ALUS,2008-06-30,USD,24258000,None,None,None,5885000,None,None,2233000,None,None,None,None,None,None,None,287000,None,8116000,5920000,None,None,None,None,None,None,2134000,None,None,None,1723000,None,16142000,None,None,2000,None
10,ALUS,2008-03-31,USD,29836000,None,None,None,6419000,None,None,2152000,None,None,None,None,None,None,None,538000,None,9836000,6894000,None,None,None,None,None,None,2878000,None,None,None,2038000,None,20000000,None,None,2000,None
11,ALUS,2007-12-31,USD,35602000,None,None,None,6680000,None,None,1707000,None,None,None,None,None,None,None,284000,None,11590000,7873000,None,None,None,None,None,None,3651000,None,None,None,1916000,None,24012000,None,None,2000,None
12,ALUS,2007-09-30,USD,39194000,None,None,None,5562000,None,None,1402000,None,None,None,None,None,None,None,409000,None,10599000,6178000,None,None,None,None,None,None,4421000,None,None,None,1562000,None,28595000,None,None,2000,None
13,ALUS,2007-06-30,USD,50761000,None,None,None,3585000,None,None,1098000,None,None,None,None,None,None,None,336000,None,13838000,8649000,None,None,None,None,None,None,5189000,None,None,None,1665000,None,36923000,None,None,2000,None
14,ALUS,2006-12-31,USD,6240000,None,None,None,2368000,None,None,996000,None,None,None,None,None,None,None,189000,None,19952000,13484000,None,None,None,None,None,None,1438000,None,None,None,1785000,None,None,None,None,16430000,None
