,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,ALVR,2020-12-31,USD,370821000,361317000,122661000,356324000,None,450000,9504000,812000,None,None,None,None,233663000,None,233663000,4993000,9504000,17757000,12294000,963000,None,None,None,5463000,8692000,None,None,None,8692000,12294000,5463000,353064000,None,-125103000,7000,61931255
1,ALVR,2020-09-30,USD,393710000,383941000,142250000,378500000,None,592000,9769000,295000,None,None,None,None,236238000,None,236238000,5453000,9769000,19807000,13521000,1843000,None,None,None,6286000,9474000,None,None,None,9474000,None,6286000,373903000,None,-99904000,7000,61659533
2,ALVR,2020-06-30,USD,117846000,107288000,78267000,104500000,None,412000,10558000,313000,None,None,None,None,26184000,None,26184000,2837000,10558000,16013000,8915000,680000,None,None,None,7098000,10245000,None,None,None,10245000,None,-71294000,-71294000,None,-76290000,-71294000,2801859
