,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,BORR,2020-12-31,USD,None,140800000,None,None,None,None,None,2967000000,None,None,None,None,None,None,None,12000000,None,None,96100000,None,None,None,None,None,None,None,None,None,None,8900000,None,None,None,-882900000,11100000,None
1,BORR,2020-09-30,USD,3213700000,150600000,12500000,12500000,None,None,3063100000,2993700000,None,None,None,None,None,69000000,None,25000000,None,2149300000,122300000,None,None,None,None,2027000000,3100000,1903600000,None,None,None,8300000,92200000,1064200000,None,-836200000,7900000,156972197
2,BORR,2020-06-30,USD,None,174500000,None,None,None,None,None,3020100000,None,None,None,None,None,None,None,23400000,None,None,131100000,None,None,None,None,None,None,None,None,None,None,19900000,None,None,None,-775800000,7900000,None
3,BORR,2020-03-31,USD,3329100000,276300000,13200000,13200000,None,None,3052800000,3001200000,None,None,None,None,None,39900000,None,146300000,11200000,2122800000,231900000,None,None,None,None,1890900000,None,1808800000,None,None,None,142600000,82100000,1206300000,-26200000,-664900000,5600000,113817982
4,BORR,2019-12-31,USD,3280000000,277900000,59100000,59100000,None,None,3002100000,2954200000,None,None,None,None,None,31400000,0,94600000,3002100000,1985900000,249700000,None,None,None,None,1736200000,3400000,1709800000,None,None,None,146100000,26400000,1293900000,-26200000,-576700000,5600000,113817982
5,BORR,2019-09-30,USD,3199500000,303500000,39500000,39500000,None,None,2896000000,2853200000,None,None,None,None,None,23800000,30500000,6600000,2896000000,1848600000,168000000,None,None,None,None,1680600000,3700000,1585500000,None,None,None,76400000,95100000,1350700000,-26200000,-516500000,5600000,110000000
6,BORR,2019-06-30,USD,3196000000,312800000,44800000,44800000,None,None,2883200000,2859900000,None,None,None,None,None,0,32900000,6200000,2300000,1823100000,159900000,None,None,None,None,1663200000,3400000,1572900000,None,None,None,55100000,90300000,1372700000,-26200000,-437300000,5300000,105000000
7,BORR,2019-03-31,USD,3098400000,209500000,29400000,29400000,0,None,2888900000,2856500000,0,0,0,0,None,0,26800000,60900000,2888900000,1626800000,182800000,None,None,None,0,1443800000,3700000,1356900000,58500000,None,None,23600000,86900000,1471600000,-26200000,-334100000,5300000,105000000
8,BORR,2018-12-31,USD,2913700000,208600000,27900000,27900000,0,None,0,2649400000,0,0,0,0,None,31000000,0,92800000,0,1380200000,119300000,None,None,None,0,0,0,1174600000,0,None,None,42900000,0,1531800000,-26200000,-279200000,5300000,533000000
9,BORR,2018-09-30,USD,2790500000,184400000,40600000,40600000,0,None,0,2541600000,0,0,0,0,None,30400000,0,76400000,0,1138500000,66700000,None,None,None,0,0,0,985200000,0,None,None,5700000,0,1650300000,0,-168700000,5300000,107000000
10,BORR,2018-06-30,USD,2652200000,213000000,54000000,54000000,0,None,0,2379700000,0,0,0,0,None,20700000,0,77600000,0,953900000,61700000,None,None,None,0,0,0,809400000,0,None,None,5300000,0,1695300000,0,-129700000,5300000,106000000
