,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,CVAC,2020-09-30,EUR,1021907000,915500000,892399000,892399000,1426000,None,106407000,94057000,None,10138000,10138000,None,None,None,1129000,None,2147000,260557000,110525000,None,None,None,None,150032000,30645000,None,None,None,30645000,57379000,530000,761350000,None,-586922000,21560000,180368001
1,CVAC,2020-03-31,EUR,155656000,60108000,43474000,43474000,5425000,None,95548000,87232000,None,6120000,6120000,None,None,None,1418000,None,2027000,199313000,36493000,None,None,None,None,162820000,32408000,67078000,None,None,68496000,27327000,784000,-43657000,None,-539797000,743000,176459870
2,CVAC,2019-12-31,EUR,130620000,57175000,30684000,30684000,6197000,None,73445000,None,None,5698000,5698000,None,None,None,1458000,None,967000,173422000,28086000,None,None,None,None,145336000,14130000,65018000,None,None,None,9365000,529000,-42802000,None,-515947000,None,176459870
3,CVAC,2019-03-31,EUR,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
