,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,ASAN,2021-01-31,USD,731119000,445763000,259878000,259878000,None,None,285356000,257360000,None,None,None,None,None,19125000,126396000,None,8871000,743908000,163476000,None,None,None,None,580432000,205188000,380669000,None,None,None,103875000,2961000,-12789000,None,-541446000,2000,158700407
1,ASAN,2020-10-31,USD,673985000,472428000,297425000,297425000,None,None,201557000,193539000,None,None,None,None,None,None,126439000,9747000,8018000,646289000,152453000,None,None,None,None,493836000,149101000,353279000,None,None,502380000,107644000,2416000,27696000,None,-479936000,2000,158700407
2,ASAN,2020-07-31,USD,668564000,489723000,449519000,449519000,None,None,178841000,170842000,None,None,None,None,None,None,6406000,6774000,7999000,589687000,121415000,None,None,None,None,468272000,143911000,333342000,None,None,477253000,86969000,2151000,78877000,None,-406647000,1000,151315662
3,ASAN,2020-04-30,USD,406505000,363733000,315609000,315609000,None,None,42772000,32119000,None,None,None,None,None,None,15937000,6938000,10653000,582116000,110663000,None,None,None,None,471453000,19025000,210088000,None,None,229113000,83665000,2688000,-175611000,None,-365581000,1000,151315662
4,ASAN,2020-01-31,USD,421692000,380634000,306020000,306020000,None,None,41058000,None,None,None,None,None,None,None,45288000,3496000,10140000,567007000,100128000,None,None,None,None,466879000,22085000,203097000,None,None,225182000,10966000,2729000,-145315000,None,-329736000,None,151315662
5,ASAN,2019-04-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
