,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,MEDS,2020-09-30,USD,11854010,10643254,6647763,6647763,1647088,1034482,1210756,150147,None,725973,None,725973,None,None,None,None,1060609,1026921,534897,191597,None,None,None,492024,324179,225000,None,None,324179,None,None,10827089,None,-8619396,81,8070671
1,MEDS,2020-06-30,USD,11732283,10123366,4151044,4151044,1818874,3544381,1608917,151397,None,725973,None,725973,None,None,None,None,21640,1580906,719825,272148,3574,None,None,861081,730334,225000,None,None,-5170000,3574,None,10151377,None,-8757787,81,8062337
2,MEDS,2020-03-31,USD,11473904,9794978,7701305,7701305,368401,877097,1678926,197242,None,725973,None,725973,None,None,None,None,21640,1836607,950529,320238,305972,None,None,886078,751837,225000,None,None,-5170000,305972,None,9637297,None,-8215200,75,7484370
3,MEDS,2019-12-31,USD,5571494,3802957,2871694,2871694,56761,792050,1768537,174987,None,725973,None,725973,None,None,None,None,109870,1431277,520816,334614,None,87350,None,910461,772811,225000,87350,None,225000,None,None,4140217,None,-8395503,65,6539415
4,MEDS,2019-09-30,USD,5854523,4314815,3359288,3359288,63316,710289,1539708,11256,None,725973,None,725973,None,None,None,None,21640,1963974,955685,397987,None,306602,322552,1008289,792339,300000,84050,None,222552,None,None,3890549,None,-7900300,386,38636459
5,MEDS,2019-06-30,USD,5854523,1952270,540034,540034,546816,713479,1725795,12506,None,725973,None,725973,162178,162178,None,None,21640,2338048,1085163,763143,None,80832,140000,1252885,811165,522552,80832,None,662550,None,None,1340017,None,-7927865,337,33726489
6,MEDS,2019-03-31,USD,3299481,1491391,533929,533929,62223,728796,1808090,13756,None,725973,None,725973,221028,221028,None,None,21640,2081456,808448,411766,None,79072,140000,1273008,829528,522550,79072,None,662550,None,None,1218030,None,-7985850,337,33726489
7,MEDS,2018-12-31,USD,2227587,1466077,869557,869557,79966,433627,761510,15006,None,725973,None,725973,None,None,None,None,746504,1382919,860367,400544,None,181500,321500,522552,None,522552,181500,None,844052,None,None,844668,None,-8111075,55,33285827
8,MEDS,2018-09-30,USD,592765,592765,592765,592765,13870,None,None,None,None,None,None,None,None,None,None,22500,-592765,222552,682860,None,None,None,321500,222552,None,222550,None,None,544052,None,None,325590,None,None,320,32285827
9,MEDS,2018-06-30,USD,712174,702174,207906,207906,None,None,None,None,None,None,None,None,None,None,None,1538,10000,833253,None,None,None,None,None,222552,None,None,None,None,None,None,None,None,None,None,None,31985827
10,MEDS,2018-03-31,USD,680911,670911,189838,189838,None,None,None,None,None,None,None,None,None,None,None,1538,10000,873119,None,None,None,None,None,404052,None,None,None,181500,None,None,None,None,None,None,None,31985827
11,MEDS,2017-12-31,USD,617476,607476,183914,183914,None,None,None,None,None,None,None,None,None,None,None,2000,10000,929409,None,None,None,None,None,404052,None,None,None,181500,None,None,None,None,None,None,None,31985827
12,MEDS,2017-09-30,USD,531599,531599,173330,173330,None,None,None,None,None,None,None,None,None,None,None,3158,None,1029221,None,None,None,None,None,404052,None,None,None,404052,None,None,None,None,None,None,None,31985827
13,MEDS,2017-06-30,USD,423891,423891,103204,103204,None,None,None,None,None,None,None,None,None,None,None,5469,None,1060025,None,None,None,None,None,404052,None,None,None,404052,None,None,None,None,None,None,None,31985827
14,MEDS,2017-03-31,USD,511963,511963,169996,169996,None,None,None,None,None,None,None,None,None,None,None,None,None,1237907,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31985827
15,MEDS,2016-12-31,USD,337124,337124,14679,14679,None,None,None,None,None,None,None,None,None,None,None,None,None,1485181,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31660827
16,MEDS,2016-09-30,USD,1420948,1349448,89058,89058,None,None,None,None,None,None,None,None,None,None,None,None,None,2846768,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31660827
17,MEDS,2016-06-30,USD,1435536,1435536,319588,319588,None,None,None,None,None,None,None,None,None,None,None,None,None,2283158,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31535827
18,MEDS,2016-03-31,USD,1823886,1823886,11142,11142,None,None,None,None,None,None,None,None,None,None,None,None,None,1901724,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31435827
19,MEDS,2015-12-31,USD,2027670,524148,78708,78708,None,None,None,None,None,None,None,None,None,None,None,None,None,1760653,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31435827
