,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,ORCC,2020-12-31,USD,11304357000,462285000,357911000,357911000,None,None,None,None,None,None,None,None,None,10842072000,None,8841000,None,5557923000,258674000,None,None,None,None,None,None,None,None,None,5292722000,152087000,None,5746434000,None,-198445000,3900000,389966688
1,ORCC,2020-09-30,USD,10234261000,315959000,213642000,213642000,None,None,None,None,None,None,None,None,None,9918302000,None,6824000,None,4539913000,229949000,None,None,None,None,None,None,None,None,None,4305643000,151409000,None,5694348000,None,-229043000,3882000,388227871
2,ORCC,2020-06-30,USD,9497126000,286396000,187985000,187985000,None,None,None,None,None,None,None,None,None,9210730000,None,7964000,None,3911363000,408677000,None,None,None,None,None,None,None,None,None,3494872000,150028000,None,5585763000,None,-293681000,3847000,384686586
3,ORCC,2020-03-31,USD,9418293000,479948000,382923000,382923000,None,None,None,None,None,None,None,None,None,8938345000,None,4414000,None,3911031000,269393000,None,None,None,None,None,None,3638573000,None,None,3638573000,152434000,None,5507262000,None,-447272000,3909000,390856121
4,ORCC,2019-12-31,USD,9203619000,404394000,317159000,317159000,None,None,None,None,None,None,None,None,None,8799225000,None,7587000,None,3226336000,188104000,None,None,None,None,None,None,3038232000,None,None,3038232000,137245000,None,5977283000,None,17752000,3921000,392129619
5,ORCC,2019-09-30,USD,8568667000,298413000,197618000,197618000,None,None,None,None,None,None,None,None,None,8270254000,None,12969000,None,2644042000,185019000,None,None,None,None,None,None,2459023000,None,None,2459023000,128421000,None,5924625000,None,12809000,3892000,385000000
6,ORCC,2019-06-30,USD,7547803000,307048000,228929000,228929000,None,None,None,None,None,None,None,None,None,7240755000,None,18916000,None,1837947000,267326000,None,None,None,None,None,None,1570621000,None,None,1570621000,119622000,None,5709856000,None,22578000,3737000,285000000
7,ORCC,2019-03-31,USD,6979985000,148273000,98773000,98773000,None,None,None,None,None,None,None,None,None,6831712000,None,4119000,None,2899671000,830866000,None,None,None,None,None,None,2068805000,None,None,2769805000,88479000,None,4080314000,None,17531000,2673000,236000000
8,ORCC,2018-12-31,USD,5951042000,166973000,127603000,127603000,None,None,None,None,None,None,None,None,None,86622000,None,6013000,None,2686197000,1001480000,None,None,None,None,None,None,2567717000,None,None,2567717000,78350000,None,3264845000,None,-8479000,2162000,146000000
9,ORCC,2018-09-30,USD,4875898000,182986000,147843000,147843000,None,None,None,None,None,None,None,None,None,102321000,None,4031000,None,2103049000,748400000,None,None,None,None,None,None,1974629000,None,None,1974629000,72788000,None,2772849000,None,33296000,1816000,163000000
