,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,PROS,2020-12-31,USD,3050712000,83543000,12078000,64009000,None,None,20347000,5290000,None,17248000,17248000,None,2420918000,2408610000,51931000,223575000,None,2426744000,934528000,None,None,None,None,10137000,None,225935000,None,None,225935000,486405000,None,623968000,200000,-134186000,434000,43436167
1,PROS,2020-09-30,USD,3016220000,70889000,26609000,51360000,None,None,33068000,38415000,None,29166000,None,None,2383139000,2369706000,24751000,206503000,None,2408348000,2126235000,None,None,None,None,4976000,None,248433000,None,None,248433000,477482000,None,607872000,200000,-130266000,434000,43423214
2,PROS,2020-06-30,USD,2914552000,70662000,50637000,51133000,None,None,33936000,39747000,None,29174000,None,None,2268241000,2254778000,496000,191180000,None,2328452000,2074781000,None,None,None,None,75000,None,214856000,None,None,214856000,484451000,None,586100000,200000,-131784000,433000,43342399
3,PROS,2020-03-31,USD,2786288000,81899000,43141000,62370000,None,None,55534000,41123000,None,29181000,29181000,None,2111763000,2111763000,19229000,207682000,None,2298186000,2087753000,None,None,None,None,None,None,164778000,None,None,164778000,502244000,None,488102000,200000,-149346000,433000,43342399
4,PROS,2019-12-31,USD,2877234000,36737000,17284000,17284000,None,None,34299000,3367000,None,29189000,17278000,11911000,2165284000,2165284000,43873000,242840000,None,2334203000,169496000,None,None,None,None,None,None,164693000,None,None,164693000,514801000,None,543031000,200000,-156414000,431000,43058266
5,PROS,2019-09-30,USD,213977000,58541000,24577000,38975000,None,None,38948000,37679000,None,29196000,29196000,None,2120276000,2120276000,14398000,260827000,None,1515224000,2168292000,None,None,None,None,None,None,164609000,None,None,164609000,499697000,None,530583000,200000,-164934000,430000,43021300
6,PROS,2019-06-30,USD,210021000,103599000,34241000,84065000,None,None,43404000,38145000,None,29204000,29204000,None,2012713000,2012713000,49824000,261469000,None,1483660000,2066684000,None,None,None,None,None,None,182517000,None,None,182517000,494675000,None,458950000,200000,-173246000,389000,38851369
