,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,CAPA,2020-09-30,USD,116339712,1339328,1164723,1164723,None,None,115000384,None,None,None,None,None,None,None,None,None,115000384,4113342,88342,None,None,None,None,4025000,None,None,None,None,None,45000,None,112226370,None,-51253,406,14780000
1,CAPA,2020-06-30,USD,115000,25000,25000,25000,None,None,90000,None,None,None,None,None,None,None,None,None,None,91000,91000,None,None,None,None,0,None,None,25000,None,None,65000,None,24000,None,-1000,288,14780000
2,CAPA,2018-03-31,USD,2836576,124614,7490,7490,56500,None,None,2390231,None,315375,315375,None,None,None,None,35741,None,2243425,2243425,None,None,None,783218,None,None,None,783218,None,None,309245,None,593151,None,-3451649,32524,None
3,CAPA,2017-12-31,USD,2940940,115110,1297,1297,56500,None,None,2493224,None,326250,326250,None,None,None,None,12765,None,2394795,2394795,None,None,None,1175500,None,None,None,1175500,None,None,75000,None,546145,None,-3522655,32557,None
4,CAPA,2017-09-30,USD,3184093,180091,21737,21737,13241,None,None,2660521,None,337125,337125,None,None,None,None,56680,None,2104729,2104729,None,None,None,1056254,None,None,None,1056254,None,None,69761,None,1079364,None,-2986904,32557,None
5,CAPA,2017-06-30,USD,3407504,306194,1029,1029,13241,None,None,2746954,None,348000,348000,None,None,None,None,63317,None,2283370,2283370,None,None,None,1108535,None,None,None,1108535,None,None,73136,None,1124134,None,-2974134,32557,None
6,CAPA,2017-03-31,USD,3379475,223526,16088,16088,13241,None,None,2790718,None,358875,358875,None,None,None,None,75514,None,2197342,2197342,None,None,None,1135676,None,None,None,1135676,None,None,83839,None,1182133,None,-2932135,32557,None
7,CAPA,2016-12-31,USD,3473230,253537,54034,54034,10741,None,None,2843587,None,369750,369750,None,None,None,None,18341,None,2017757,2017757,None,None,None,912075,None,None,None,912075,None,None,284342,None,1455473,None,-2674795,32557,None
8,CAPA,2016-09-30,USD,3620416,246028,84453,84453,128574,None,None,2896407,None,380625,380625,None,None,91000,None,31459,None,1691512,1246412,None,None,None,276835,None,None,356500,276835,None,None,None,None,1928904,None,-2155504,32534,None
9,CAPA,2016-06-30,USD,3682526,232363,8288,8288,128582,None,None,2961307,None,391500,391500,None,None,91000,None,91432,None,1803530,835944,None,None,None,70000,None,None,570322,70000,None,None,None,None,1878996,None,-2205412,32534,None
10,CAPA,2016-03-31,USD,3677566,172248,7000,7000,130437,None,None,2984362,None,402375,402375,None,None,105000,None,23086,None,1650232,1017152,None,None,None,110000,None,None,349500,110000,None,None,None,None,2027334,None,-2057074,32534,None
