,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,SY,2020-09-30,CNY,3240172000,2930880000,552153000,552153000,None,None,309292000,160066000,None,None,None,None,None,41235000,2232412000,76603000,14737000,615704000,504783000,None,None,None,None,110921000,141820000,None,None,None,141820000,155916000,None,2624468000,None,-282313000,261000,82130618
1,SY,2020-06-30,CNY,3303524000,2998762000,1574120000,1574120000,None,None,304762000,167236000,None,42289000,42289000,None,None,42878000,1293093000,65329000,52359000,619622000,499167000,None,None,None,None,120455000,155659000,None,None,None,None,136018000,None,2683902000,None,-283216000,261000,81962924
2,SY,2020-03-31,CNY,3190741000,2877166000,916382000,916382000,None,None,313575000,173974000,None,43520000,43520000,None,None,44294000,1826565000,82246000,51786900,535507000,408730000,None,None,None,None,126777000,157309000,None,None,None,None,133652000,None,2655234000,None,-285356000,259000,81691031
3,SY,2019-12-31,CNY,3229954000,2957027000,884676000,884676000,0,None,272927000,176829000,0,0,0,0,None,45980000,1942860000,17174000,50118000,587316000,466513000,None,None,None,0,120803000,158602000,0,0,None,0,288795000,0,2642638000,0,-248689000,258000,81371718
4,SY,2019-09-30,CNY,3164673000,2897881000,610379000,610379000,0,None,266792000,187267000,0,0,0,0,None,36563000,2154539000,13620000,42962000,579192000,449548000,None,None,None,0,129644000,167937000,0,0,None,0,0.42,0,2585481000,0,-318634000,251000,108000000
5,SY,2019-06-30,CNY,3029727000,2771016000,1107456000,1107456000,0,None,258711000,194522000,0,0,0,0,None,32313000,1557579000,11329000,31876000,547116000,409856000,None,None,None,0,137260000,175851000,0,0,None,0,0.67,0,2482611000,0,-350234000,251000,79000000
6,SY,2019-03-31,CNY,1595163000,1356485000,709881000,709881000,0,None,238678000,174825000,0,0,0,0,None,14813000,560618000,4793000,49040000,521090000,377249000,None,None,None,0,1577129000,181523000,0,0,None,0,0.97,0,1074073000,0,-379508000,72000,35000000
7,SY,2018-12-31,USD,1340536000,1278451000,563383000,563383000,0,None,0,472922.88,0,0,0,0,None,2153521.84,643539000,284509.70,1625000,302156000,302156000,None,None,None,0,0,0,0,0,None,None,29152431.49,0,-51983572,0,-57285600.06,10467.40,0
8,SY,2018-03-31,USD,0,0,0,0,0,None,0,0,0,0,0,0,None,0,0,0,0,0,0,None,None,None,0,0,0,0,0,None,None,0,0,-26584348.38,0,0,0,None
9,SY,2017-12-31,USD,87353804.54,84902946.19,67754622.16,67754622.16,0,None,0,150460.29,0,0,0,0,None,870333.66,12488358.15,47028.45,0,21658751.75,21658751.75,None,None,None,0,0,0,0,0,None,None,11659981.25,0,-25660165.68,0,-25973996.03,12756.08,None
