,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,IBEX,2020-12-31,USD,279419000,150593000,74615000,74615000,None,None,128826000,103397000,None,3174000,3174000,11832000,None,330000,None,None,5532000,203990000,112070000,None,None,None,37701000,91920000,83445000,4217000,37701000,None,41918000,12353000,13304000,75429000,None,-114470000,2000,18388167
1,IBEX,2020-09-30,USD,273558000,155476000,79779000,79779000,None,None,118082000,92548000,None,2862000,2862000,11832000,None,338000,None,None,5150000,201080000,114998000,None,None,None,29302000,86082000,81489000,4535000,29302000,None,33837000,12633000,12347000,72478000,None,-116950000,2000,18388167
2,IBEX,2020-06-30,USD,195236000,86036000,21870000,21870000,None,None,109200000,84588000,None,2781000,2781000,11832000,None,331000,None,1832000,829000,179088000,105653000,None,None,None,27476000,73435000,74712000,3782000,27476000,None,31258000,12200000,2081000,16148000,None,-109527000,12000,17520834
3,IBEX,2020-03-31,USD,192187000,76287000,11471000,11471000,None,None,115900000,None,None,3328000,3328000,11832000,None,332000,None,None,467000,176063000,101314000,None,None,None,32457000,74749000,79540000,4865000,32457000,None,37322000,None,29000,16124000,None,-109722000,None,17520834
4,IBEX,2019-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5,IBEX,2019-06-30,USD,188302000,81775000,8873000,8873000,None,None,106527000,82309000,None,2928000,2928000,11832000,None,227000,None,1457000,559000,179674000,111381000,None,None,None,41835000,68293000,69234000,7184000,41835000,None,49019000,16225000,59000,8628000,None,-117176000,12000,None
6,IBEX,2017-12-31,USD,156281000,85106000,11963000,11963000,None,None,None,23266000,None,5059000,5059000,11832000,None,None,None,3160000,6804000,131497000,113680000,None,None,None,6733000,None,None,None,None,None,16730000,15950000,None,None,None,-124493000,1000,None
7,IBEX,2017-09-30,USD,155746000,90032000,11652000,11652000,None,None,None,22829000,None,5292000,5292000,11832000,None,None,None,3078000,1950000,131742000,110238000,None,None,None,44411000,None,None,13127000,None,None,57538000,15967000,None,24004000,None,-114842000,1000,None
8,IBEX,2017-06-30,USD,152230000,None,21321000,21321000,None,None,None,22814000,None,17799000,17799000,11832000,None,None,None,19672000,None,123492000,99885000,None,None,None,None,None,None,14651000,None,None,None,42898000,None,28738000,None,None,1000,None
9,IBEX,2016-06-30,USD,138439000,None,9451000,9451000,None,None,None,23333000,None,21014000,21014000,11886000,None,None,None,16855000,None,118692000,99394000,None,None,None,None,None,None,12205000,None,None,None,41666000,None,16104000,None,None,1000,None
