,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,FUTU,2020-12-31,HKD,71337767000,70735578000,1334668000,1334668000,None,None,None,208863000,None,None,None,None,None,0,0,42798512000,None,63030077000,62807846000,None,None,None,None,None,222231000,5482818000,None,None,None,87169000,None,8307690000,None,1342262000,85000,1082624960
1,FUTU,2020-09-30,HKD,75508090000,75079229000,1023343000,1023343000,None,None,None,133006000,None,None,None,None,None,5809000,0,33207663000,None,69806175000,69662830000,None,None,None,None,None,143345000,27628221000,None,None,27771566000,22026000,None,5701915000,None,809802000,85000,1082624960
2,FUTU,2020-06-30,HKD,42961555000,42676625000,885977000,885977000,None,None,None,243797000,None,7003000,7003000,None,None,17783000,12043000,31250654000,None,40011485000,39829317000,None,None,None,None,None,147437000,1607485000,None,None,1619528000,95090000,None,2950070000,None,408081000,78000,1004207448
3,FUTU,2020-03-31,HKD,30685424000,None,601217000,601217000,None,None,None,148280000,None,None,None,None,None,38112000,32286000,None,None,27979995000,None,None,None,None,1305500000,None,157770000,754381000,None,None,786667000,None,None,2705429000,None,171593000,78000,1003642992
4,FUTU,2019-12-31,HKD,21399924000,20993551000,395447000,395447000,0,None,0,279247000,0,7693000,7693000,0,None,99939000,93773000,14694678000,0,18851371000,18678512000,None,None,None,1469176000,0,172466000,1467586000,0,None,1561359000,83956000,0,2548553000,0,16739000,78000,1003642992
5,FUTU,2019-09-30,HKD,17300739000,19.26,414296000,414296000,0,None,0,0,0,0,0,0,None,62990000,56540000,12.92,0,14806777000,16.90,None,None,None,1316227000,0,0,1316227000,0,None,1372767000,0,0,2493962000,0,-27202000,70000,0
6,FUTU,2019-06-30,HKD,16881246000,19.63,496761000,496761000,0,None,0,0,0,0,0,0,None,55243000,48883000,13.53,0,14417707000,17.01,None,None,None,811497000,0,0,811497000,0,None,860380000,0,0,2463539000,0,-48054000,70000,0
7,FUTU,2019-03-31,HKD,17192493000,19.15,233039000,233039000,0,None,0,0,0,0,0,0,None,23176000,16321000,13.66,0,14782505000,16.64,None,None,None,1363747000,0,0,1363747000,0,None,1380068000,0.01,0,2409988000,0,-103384000,70000,0
8,FUTU,2018-12-31,USD,16062932000,2034935071.57,233136000,233136000,0,None,0,2918651.12,0,1411000,1411000,0,None,7577920.50,59348000,1540379738.75,0,14962653000,1906385969.84,None,None,None,1176251000,0,0,0,0,None,1576251000,6236321.62,0,-19177573.20,0,-19015667.10,3958.27,0
9,FUTU,2018-09-30,USD,15867139000,432857,289154000,289154000,None,None,None,None,None,1474000,1474000,None,None,None,17046000,176601,None,16047616000,2379368,None,None,None,1707837000,None,None,None,1010000,None,1907837000,289983,None,-1946511,None,-3898192,11266,None
10,FUTU,2018-03-31,USD,584070,584070,27117,27117,None,None,None,None,None,None,None,None,None,None,None,67941,None,1824067,1824067,None,None,None,1010000,None,None,None,1010000,None,None,48685,None,-1239997,None,-2564423,11266,None
11,FUTU,2017-12-31,USD,10923885000,590046,393922000,393922000,None,None,None,None,None,1279000,1279000,None,None,None,None,31390,None,11156786000,1718397,None,None,None,1142448000,None,None,None,1010000,None,1542448000,56558,None,-1128351,None,-2452777,11266,None
12,FUTU,2017-09-30,USD,661521,661521,113586,113586,None,None,None,None,None,None,None,None,None,None,None,43540,None,1691307,1691307,None,None,None,1010000,None,None,None,1010000,None,None,90146,None,-1029786,None,-2354212,11266,None
13,FUTU,2017-06-30,USD,714648,714648,95480,95480,None,None,None,None,None,None,None,None,None,None,None,57949,None,1579638,1579638,None,None,None,1023462,None,None,None,1023462,None,None,8429,None,-864990,None,-2189416,11266,None
14,FUTU,2017-03-31,USD,734367,734367,136732,136732,None,None,None,None,None,None,None,None,None,None,None,70488,None,1553096,1553096,None,None,None,1062865,None,None,None,1062865,None,None,8473,None,-818729,None,-2143155,11266,None
15,FUTU,2016-12-31,USD,740539,740539,206352,206352,None,None,None,None,None,None,None,None,None,None,None,60799,None,1488331,1488331,None,None,None,1063488,None,None,None,1063488,None,None,3470,None,-747792,None,-2072218,11266,None
