,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,API,2020-12-31,USD,692904000,670737000,111218000,111218000,None,None,22167000,16754000,None,209000,209000,3089000,None,None,524220000,7459000,1604000,36441000,36307000,None,None,None,None,134000,None,None,None,None,None,3511000,None,656463000,None,-163947000,41000,396897929
1,API,2020-09-30,USD,684679000,670012000,409782000,409782000,None,None,14667000,12755000,None,None,None,None,None,None,225584000,5725000,1036000,28605000,28605000,None,None,None,None,0,None,None,None,None,None,3924000,None,656074000,None,-157765000,41000,396897929
2,API,2020-06-30,USD,685687000,673278000,640854000,640854000,None,None,12409000,11093000,None,None,None,None,None,None,None,4484000,492000,30751000,30751000,None,None,None,None,0,None,None,None,None,None,3016000,None,654936000,None,-154840000,41000,396897929
3,API,2020-03-31,USD,197154086,186393413,151652655,151652655,None,None,10760673,8282042,None,None,None,None,None,None,None,833382,11241,30542826,30542826,None,None,None,None,0,None,None,None,None,None,2945573,None,166611260,None,-157845178,30367,400780280
4,API,2019-12-31,USD,131159121,123231755,105603153,105603153,None,None,7927366,None,None,None,None,None,None,None,0,105520,51445,258451674,18481277,None,None,None,None,239970397,None,None,None,None,None,1264553,None,-127292553,None,-126316043,None,400780280
5,API,2019-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
6,API,2014-12-31,USD,18822000,9636000,110000,110000,4987000,None,9186000,1769000,None,2678000,2678000,4579000,None,None,0,725000,160000,6886000,5776000,None,None,None,2467000,1110000,29000,903000,None,None,None,226000,None,11936000,0,-49813000,37000,37381413
7,API,2014-09-30,USD,20386000,11127000,1146000,1146000,4800000,None,9259000,1815000,None,2686000,2686000,4579000,None,None,0,719000,179000,7764000,6903000,None,None,None,2751000,861000,32000,511000,None,None,None,227000,None,12622000,0,-49112000,37000,37381413
8,API,2014-06-30,USD,21334000,11863000,1433000,1433000,4685000,None,9471000,1930000,None,2772000,2772000,4579000,None,None,0,732000,190000,8360000,7309000,None,None,None,2928000,1051000,34000,653000,None,None,None,322000,None,12974000,0,-48744000,37000,37381413
9,API,2014-03-31,USD,20201000,10398000,120000,120000,4749000,None,9803000,2144000,None,2942000,2942000,4579000,None,None,0,444000,138000,9894000,8655000,None,None,None,3841000,1239000,36000,794000,None,None,None,344000,None,10307000,0,-48476000,31000,31203213
10,API,2013-12-31,USD,20855000,10722000,116000,116000,4664000,None,10133000,2309000,None,3094000,3094000,4579000,None,None,0,565000,151000,9433000,8891000,None,None,None,3849000,542000,37000,37000,None,None,None,357000,None,11422000,0,-47333000,31000,31240740
11,API,2013-09-30,USD,22637000,11465000,371000,371000,4617000,None,11172000,3111000,None,3304000,3304000,4579000,None,None,0,815000,178000,9636000,7898000,None,None,None,2870000,1738000,39000,1318000,None,None,None,450000,None,13001000,0,-45715000,31000,31244740
12,API,2013-06-30,USD,22224000,10682000,581000,581000,4355000,None,11542000,3245000,None,3500000,3500000,4579000,None,None,0,758000,218000,8685000,6479000,None,None,None,2535000,2206000,41000,1677000,None,None,None,442000,None,13539000,0,-45137000,31000,31197547
13,API,2013-03-31,USD,22216000,10307000,619000,619000,3905000,None,None,3415000,None,7593000,7593000,4579000,None,None,0,795000,None,7781000,5456000,None,None,None,None,None,None,2033000,None,None,None,2027000,None,14435000,0,-44212000,31000,None
14,API,2012-12-31,USD,20198000,8481000,559000,559000,3702000,None,11717000,3033000,None,3760000,3760000,4579000,None,None,0,450000,345000,4728000,3794000,None,None,None,880000,934000,None,934000,None,None,None,427000,None,15470000,0,-43131000,31000,None
15,API,2012-09-30,USD,22725000,10666000,1624000,1624000,3706000,None,None,3104000,None,7930000,7930000,4579000,None,None,0,468000,None,6275000,5106000,None,None,None,None,None,None,1156000,None,None,None,2000000,None,16450000,0,-42105000,31000,None
16,API,2012-06-30,USD,23527000,11125000,3172000,3172000,3327000,None,None,3196000,None,8219000,8219000,4579000,None,None,0,283000,None,5839000,4454000,None,None,None,None,None,None,1376000,None,None,None,1803000,None,17688000,0,-40818000,31000,None
17,API,2012-03-31,USD,24383000,11643000,3249000,3249000,3594000,None,None,3301000,None,8444000,8444000,4579000,None,None,0,261000,None,5731000,4109000,None,None,None,None,None,None,1596000,None,None,None,1872000,None,18652000,0,-39825000,31000,None
18,API,2011-12-31,USD,25425000,12269000,3621000,3621000,4324000,None,None,3467000,None,8741000,8741000,4579000,None,None,0,402000,None,5759000,4682000,None,None,None,None,None,None,1064000,None,None,None,1753000,None,19666000,0,-38761000,31000,None
19,API,2011-09-30,USD,27987000,14405000,3848000,3848000,4667000,None,13582000,3607000,None,5130000,5130000,4579000,None,None,0,387000,266000,7744000,5185000,None,None,None,750000,2559000,None,2461000,None,None,None,1926000,None,20242000,0,-37949000,31000,30971560
20,API,2011-06-30,USD,28177000,14057000,3855000,3855000,5062000,None,14120000,3841000,None,5435000,5435000,4579000,None,None,500000,326000,265000,7905000,6144000,None,None,None,1592000,1761000,None,1286000,None,None,None,1958000,275000,20272000,0,-37695000,31000,30744924
