,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,PTK,2020-09-30,USD,115548436,545300,446728,446728,None,None,115003136,None,None,None,None,None,None,None,None,None,115003136,4499965,474965,137238,None,None,None,4025000,None,None,None,None,None,None,None,111048470,None,-379033,377,3770154
1,PTK,2020-06-30,USD,935529,138048,138048,138048,None,None,797481,None,None,None,None,None,None,None,None,None,None,1020188,1020188,394789,None,None,300000,None,None,None,300000,None,None,None,None,-84660,None,-109659,288,2875000
