,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,GNFT,2020-06-30,USD,256200000,238204000,225721000,225721000,5000,None,17997000,15507000,None,893000,893000,None,None,843000,None,-1000,2000,224818000,41706000,None,None,None,None,183112000,11233000,170991000,2412000,None,None,2704000,-1000,31382000,None,-356017000,9715000,38857961
1,GNFT,2020-03-31,USD,None,238204000,None,None,5000,None,None,15507000,None,None,None,None,None,None,None,None,None,None,41706000,None,None,None,None,None,None,None,None,None,None,2704000,None,None,None,-356017000,9715000,None
2,GNFT,2019-12-31,USD,309853000,290753000,276748000,276748000,4000,None,19099000,16453000,None,920000,920000,None,None,1023000,0,-1000,-1000,225788000,43657000,None,None,None,4377000,182131000,12281000,168911000,2425000,None,None,2765000,None,84065000,None,-303006000,9715000,38858617
3,GNFT,2019-09-30,USD,None,290753000,None,None,4000,None,None,16453000,None,None,None,None,None,None,None,None,None,None,43657000,None,None,None,None,None,None,None,None,None,None,2765000,None,None,None,-303006000,9715000,None
4,GNFT,2019-06-30,EUR,323710000,304389000,281920000,281920000,4000,None,19322000,17250000,0,1017000,1017000,0,None,1055000,0,3304000,19322000,227666000,47228000,None,None,None,0,180438000,0,177660000,4373000,None,None,2000,1000,96044000,0,-290146000,9708000,0
5,GNFT,2019-03-31,USD,323710000,304388000,281920000,281920000,4000,None,0,17250000,0,1017000,1017000,0,None,1055000,0,355830.86,0,227666000,47229000,None,None,None,0,0,0,166935000,2469000,None,None,2741000,0,96044000,0,-288947000,9708000,0
6,GNFT,2018-12-31,USD,229478000,218116000,207240000,207240000,4000,None,0,7764000,0,796000,796000,0,None,0,0,0,0,208539000,39248000,None,None,None,0,0,0,165050000,2633000,None,None,472000,0,20939000,0,-237688000,7796000,0
7,GNFT,2018-09-30,USD,229478000,218116000,207240000,207240000,4000,None,0,7764000,0,796000,796000,0,None,0,0,0,0,208539000,39248000,None,None,None,0,0,0,165050000,2633000,None,None,472000,0,20939000,0,-237688000,7796000,0
8,GNFT,2018-06-30,USD,29405275.78,28265685.13,26547320.28,26547320.28,446.15,None,0,773074.56,0,70938.60,70938.60,0,None,0,3123.08,111.54,0,21598014.61,3517260.61,None,None,None,0,0,0,17739891.81,303831.35,None,None,70715.52,0,7807261.17,0,-21822095.81,869109.36,0
9,GNFT,2018-03-31,USD,31416671.63,30199130.07,28363224.69,28363224.69,476.67,None,0,825954.84,0,75790.98,75790.98,0,None,0,3336.71,119.17,0,23075373.89,3757850.21,None,None,None,0,0,0,18953345.65,324614.19,None,None,75552.64,0,8341297.74,0,-23314782.82,928558.66,0
