,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,CERT,2020-12-31,USD,1269400000,346584000,271382000,271382000,None,None,922816000,3872000,None,396445000,396445000,518592000,None,None,None,3031000,None,447268000,75345000,None,None,None,275000,371923000,593000,294100000,4680000,None,4955000,32665000,None,822132000,None,-62338000,1529000,152979479
1,CERT,2020-09-30,USD,1020380000,92798000,29937000,29937000,None,None,927582000,None,None,404255000,404255000,515587000,None,None,None,None,None,522842000,60341000,None,None,None,3153000,462501000,651000,376037000,3153000,None,379190000,2475000,None,497538000,None,-7891000,None,152681756
2,CERT,2019-12-31,USD,1037069000,87523000,29256000,29256000,None,None,949546000,4623000,None,427998000,427998000,514996000,None,None,None,1532000,None,545021000,63002000,None,None,None,4210000,482019000,48000,397121000,4210000,None,401331000,27306000,None,492048000,None,-12941000,1324000,152681756
