,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,TIGR,2020-09-30,USD,2164221938,2104180016,61276054,61276054,None,None,42031538,17301165,None,None,None,2421403,None,6564050,43673401,34419322,4495996,1940818881,1925758464,None,None,None,None,15060417,7512758,None,None,None,None,872853,None,223403057,None,-65014767,21248,2114364861
1,TIGR,2020-06-30,USD,1207660152,1149415525,66154699,66154699,None,None,39424834,16557775,None,None,None,2421403,None,6466493,45677060,31495604,4335668,992591290,978135166,None,None,None,None,14456124,7164733,None,None,None,None,634453,None,215068862,None,-68857924,21246,2114164861
2,TIGR,2020-03-31,USD,717071817,663670458,32857534,32857534,None,None,39301164,17062771,None,None,None,2421403,None,5977605,76580867,70136876,3014542,504596752,494041565,None,None,None,None,10555187,7635587,None,None,None,None,662747,None,212475065,None,-69948135,21189,2118930666
3,TIGR,2019-12-31,USD,809059947,754864792,125009762,125009762,None,None,39313915,7194276,None,8073824,8073824,2421403,None,6017219,14881240,70985740,3045732,597118335,587592526,None,None,None,None,9525809,5841658,None,None,None,None,3979762,None,211941612,None,-72980737,21148,2114830171
4,TIGR,2019-09-30,USD,511321929,478346083,137282768,137282768,None,None,32975846,15202252,None,None,None,2421403,None,5605921,11304988,114976294,32975846,302360483,289901225,None,None,None,None,12459258,5780322,None,None,None,None,None,None,208961446,None,-72423769,21041,140000000
5,TIGR,2019-06-30,USD,493800525,471613215,156711809,156711809,None,None,22187310,8193687,None,None,None,None,None,5450455,8401865,131275852,22187310,284905018,273240200,None,None,None,None,11664818,5744608,None,None,None,None,None,None,208895507,None,-71144030,20945,136000000
6,TIGR,2019-03-31,USD,371571960,351686291,144921470,144921470,0,None,19885667,5405040,None,0,0,0,None,5505234,8574180,28345033,1265373,161644990,156634001,None,None,None,1797635,5010985,3062851,1265216,1797635,None,None,151298,None,209926970,0,-69265580,20210,49000000
7,TIGR,2018-12-31,USD,115215170,96470538,34406970,34406970,0,None,None,1334790,None,995650,995650,0,None,8821932,6695436,38923024,None,139621390,16987261,None,None,None,0,None,None,0,0,None,None,1921701,None,-24406220,0,-66391310,5540,37000000
8,TIGR,2018-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31000000
9,TIGR,2018-03-31,USD,0,0,0,0,0,None,None,0,None,0,0,0,None,0,0,0,None,0,0,None,None,None,0,None,None,0,0,None,None,0,None,28418952,0,0,0,30000000
10,TIGR,2017-12-31,USD,36004255,28137148,16462187,16462187,0,None,None,1081561,None,0,0,0,None,2186761,1599254,5914380,None,8050181,8050181,None,None,None,0,None,None,0,0,None,None,2119865,None,28418952,0,-23183574,357338,None
11,TIGR,2015-12-31,USD,8926000,None,6487000,6487000,None,None,None,584000,None,306000,306000,None,None,None,None,449000,None,2786000,2642000,None,None,None,None,None,None,None,None,None,None,2392000,None,6140000,None,None,3096000,None
12,TIGR,2015-09-30,USD,10148000,None,7747000,7747000,None,None,None,641000,None,325000,325000,None,None,None,None,428000,None,3243000,3082000,None,None,None,None,None,None,None,None,None,None,2777000,None,6905000,None,None,3096000,None
13,TIGR,2015-06-30,USD,11979000,None,9456000,9456000,None,None,None,834000,None,344000,344000,None,None,None,None,438000,None,3873000,3770000,None,None,None,None,None,None,None,None,None,None,3118000,None,8106000,None,None,3096000,None
14,TIGR,2015-03-31,USD,13382000,None,10251000,10251000,None,None,None,869000,None,363000,363000,None,None,None,None,460000,None,3826000,3725000,None,None,None,None,None,None,None,None,None,None,3277000,None,9556000,None,None,3096000,None
15,TIGR,2014-12-31,USD,15408000,None,12846000,12846000,None,None,None,687000,None,383000,383000,None,None,None,None,472000,None,3646000,3538000,None,None,None,None,None,None,None,None,None,None,3170000,None,11762000,None,None,3015000,None
16,TIGR,2014-09-30,USD,35810000,None,12582000,12582000,None,None,None,748000,None,18651000,18651000,18183000,None,None,None,484000,None,3760000,3648000,None,None,None,None,None,None,None,None,None,None,2965000,None,32050000,None,None,3015000,None
17,TIGR,2014-06-30,USD,38570000,None,15357000,15357000,None,None,None,790000,None,18672000,18672000,18183000,None,None,None,480000,None,4007000,3886000,None,None,None,None,None,None,None,None,None,None,3260000,None,34563000,None,None,3013000,None
18,TIGR,2014-03-31,USD,41739000,None,18602000,18602000,None,None,None,575000,None,18693000,18693000,18183000,None,None,None,553000,None,3962000,3840000,None,None,None,None,None,None,None,None,None,None,3480000,None,37777000,None,None,3012000,None
19,TIGR,2013-12-31,USD,44965000,None,21653000,21653000,None,None,None,539000,None,18713000,18713000,18183000,None,None,None,630000,None,4722000,4611000,None,None,None,None,None,None,None,None,None,None,4380000,None,40243000,None,None,3008000,None
20,TIGR,2013-09-30,USD,40177000,None,4881000,4881000,None,None,None,572000,None,32207000,32207000,31656000,None,None,None,527000,None,6735000,6591000,None,None,None,None,None,None,None,None,None,None,6148000,None,33442000,None,None,3007000,None
