,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,GAN,2020-09-30,USD,78019000,70215000,57489000,57489000,416000,None,7804000,1437000,None,None,None,None,None,None,None,132000,None,15573000,15218000,None,None,None,None,355000,654000,None,None,None,None,1561000,None,62446000,None,-32147000,295000,29671010
1,GAN,2020-06-30,USD,79872000,72819000,63849000,63849000,829000,None,7053000,1493000,None,None,None,None,None,None,None,105000,None,15620000,15224000,None,None,None,None,396000,868000,None,None,None,None,1865000,None,64252000,None,None,64252000,28930859
2,GAN,2020-03-31,USD,24453000,18016000,5986000,5986000,827000,None,6437000,1286000,None,None,None,None,None,None,None,100000,None,9615000,9149000,None,None,None,None,466000,981000,None,None,None,None,2095000,None,14838000,None,-21939000,1284000,25658910
3,GAN,2019-12-31,USD,26112000,19252000,10098000,10098000,883000,None,6860000,1524000,None,5164000,5164000,None,None,None,None,109000,None,11010000,10475000,None,None,None,None,535000,1227000,None,None,None,None,4005000,None,15102000,None,-22849000,215000,25658910
4,GAN,2019-09-30,USD,None,19252000,None,None,883000,None,None,1524000,None,None,None,None,None,None,None,109000,None,None,10475000,None,None,None,None,None,None,None,None,None,None,4005000,None,None,None,-22849000,1280000,None
5,GAN,2019-06-30,GBP,23083000,16970000,9134000,9134000,None,None,None,1103000,None,4861000,4861000,None,None,None,None,None,149000,12859000,12287000,None,None,None,None,None,None,None,None,None,1030000,None,None,10224000,None,-16887000,855000,None
6,GAN,2019-03-31,USD,None,None,None,None,None,None,None,1103000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-16887000,855000,None
7,GAN,2018-12-31,GBP,17608000,10868000,5549000,5549000,528000,None,None,1184000,None,5383000,5383000,None,None,None,None,42000,173000,8244000,7531000,None,None,None,None,None,None,None,None,None,1017000,None,None,9364000,None,-17687000,853000,None
8,GAN,2018-06-30,GBP,15296000,9226000,5091000,5091000,None,None,None,611000,None,5459000,5459000,None,None,None,None,53000,None,3111000,2886000,None,None,None,None,None,None,None,None,None,349000,None,None,12185000,None,-14825000,851000,None
9,GAN,2017-12-31,GBP,12852000,6607000,2746000,2746000,None,None,None,374000,None,5871000,5871000,None,None,None,None,192000,None,5273000,3061000,None,None,None,None,None,None,2001000,None,None,2212000,None,None,7579000,None,-11931000,701000,None
10,GAN,2017-06-30,GBP,14522000,7765000,3322000,3322000,None,None,None,361000,None,6226000,6226000,None,None,None,None,None,170000,5544000,3322000,None,None,None,None,None,None,2031000,None,None,2031000,None,None,8978000,None,-10532000,701000,None
