,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,IPHA,2020-12-31,EUR,307423000,173332000,136792000,136792000,None,None,134091000,11694000,None,None,None,None,None,38934000,14845000,None,147000,151448000,46694000,None,None,None,None,104754000,None,16945000,2142000,None,None,15013000,44855000,155975000,None,-220460000,3950000,78971165
1,IPHA,2020-09-30,EUR,None,173332000,None,None,None,None,None,11694000,None,None,None,None,None,None,None,None,None,None,46694000,None,None,None,None,None,None,None,None,None,None,15013000,None,None,None,-220460000,3950000,None
2,IPHA,2020-06-30,EUR,333066000,163689000,131542000,131542000,None,None,169377000,12434000,None,None,None,None,None,36872000,16199000,577000,140000,125302000,82345000,None,None,None,None,42957000,None,16781000,2035000,None,None,60198000,-1000,207764000,None,-166053000,3946000,78898264
3,IPHA,2020-03-31,EUR,None,163689000,None,None,None,None,None,12434000,None,None,None,None,None,None,None,577000,None,None,82345000,None,None,None,None,None,None,None,None,None,None,60198000,None,None,None,-166053000,3946000,None
4,IPHA,2019-12-31,EUR,401361000,237605000,202887000,202887000,0,None,163756000,11672000,0,96968000,96968000,0,None,37005000,15978000,-1000,88000,183945000,121822000,None,None,None,0,62123000,3129000,14101000,1493000,None,0,91756000,0,217416000,0,-155671000,3941000,78812614
5,IPHA,2019-09-30,EUR,1127878440.04,237605000,570139782.08,570139782.08,0,None,0,11672000,0,272493133.55,272493133.55,0,None,103989031.50,44900330.91,0,0,516910212.13,121822000,None,None,None,0,0,0,46628563.69,5985586.77,None,0,91756000,0,610968227.88,0,-155671000,3941000,0
6,IPHA,2019-06-30,EUR,352555000,216678000,149376000,149376000,0,None,135877000,11398000,0,87881000,87881000,0,None,35320000,15578000,3017356.16,87000,171289000,94549000,None,None,None,0,76740000,2792000,1813000,354000,None,0,21888000,5953000,181266000,0,-121671000,3203000,0
7,IPHA,2019-03-31,EUR,1393212178.63,856259104.07,590297861.07,590297861.07,0,None,0,11398000,0,347284478.94,347284478.94,0,None,139576106.26,61560492.17,2793893.16,0,676892742.59,373634803.86,None,None,None,0,0,0,7168489.71,2007493.28,None,0,274801326.56,0,716319436.03,0,-121671000,3203000,0
8,IPHA,2018-12-31,USD,517568249.60,366647166.78,174712089.93,174712089.93,0,None,0,11718284.01,0,96959164.95,96959164.95,0,None,38011011.70,17454691.44,1449873.82,0,325735260.38,225667584.31,None,None,None,0,0,0,2329662.77,451938.52,None,None,176317962.84,0,191832989.22,0,3497361.78,3667125.49,0
9,IPHA,2018-09-30,USD,522361657.79,370042833.99,176330169.02,176330169.02,0,None,0,11826811.76,0,97857142.86,97857142.86,0,None,38363047,17616346.38,1463301.69,0,328752025.93,227757582.77,None,None,None,0,0,0,2351238.71,456124.10,None,None,177950914.56,0,193609631.86,0,3529752.26,3701088.21,0
