,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,NUZE,2020-12-31,USD,8971770,6416444,5321558,5321558,256298,220604,3242415,1605514,None,None,None,None,181258,181258,None,None,949812,1275970,822880,22766,10875,100003,74696,453090,69545,104323,74696,29627,104323,198641,23317,7695800,None,-40168850,149,14901064
1,NUZE,2020-09-30,USD,8175143,5484900,4398545,4398545,245370,195610,1021895,1668348,None,None,None,None,183314,183314,183314,464742,1021895,1785385,1232720,49778,34000,77670,56072,552665,78400,112917,56072,56845,112917,104525,21707,6389758,None,-34272778,146,14570105
2,NUZE,2020-06-30,USD,8566542,5828150,5215809,5215809,274975,67455,1001960,1736432,None,None,None,None,None,160000,160000,269793,84028,1775962,1166787,22311,None,103453,2108,609175,756856,182148,101345,80803,184256,2108,8894,6646943,None,-33249588,145,14429104
3,NUZE,2020-03-31,USD,4977777,2058336,623617,623617,297558,328927,768990,2150451,None,None,None,None,None,None,None,179461,66813,1627195,991354,80183,None,102449,2068,635841,697468,205511,100381,105130,207579,2068,8749,3208831,None,-30707170,138,13729104
4,NUZE,2019-12-31,USD,6582849,3670560,1830952,1830952,680195,518261,530279,2382010,None,None,462267,None,None,None,None,179537,68012,1651784,1045071,135583,None,121960,1068,606713,464145,351176,120892,230284,352244,1068,6611,4833541,None,-28216919,138,13729104
5,NUZE,2019-09-30,USD,5250544,2740252,1326040,1326040,500986,420741,634701,1875591,None,None,None,None,None,None,None,147367,634701,1135482,976916,341095,None,101148,2812,158566,None,257964,101148,156816,260776,525210,1750,4012159,None,-24795687,137,13617366
6,NUZE,2019-06-30,USD,6056516,4023519,3061430,3061430,289856,357982,45246,1987751,None,25818,25818,17112,None,None,None,279566,2316,984330,720356,570189,None,25536,1068,263974,None,288442,24468,263974,289510,125699,None,4925440,None,-26043919,408,40762740
7,NUZE,2019-03-31,USD,3509727,1735456,1150490,1150490,276877,90980,47984,1726287,None,28687,28687,17112,None,None,None,182270,2185,931032,840708,701663,None,24090,1408,90324,None,113006,22682,90324,114414,116363,None,2425918,None,-16637416,401,40143940
8,NUZE,2018-12-31,USD,3827827,3042678,2441717,2441717,284761,107016,50876,734273,None,31556,31556,17112,None,None,None,207343,2208,595951,498418,318776,None,37155,2875,97533,None,125285,34280,91005,128160,132722,None,3145604,None,-15184414,399,39949800
9,NUZE,2018-09-30,USD,2982512,2215002,1806666,1806666,134877,144632,93117,674393,None,34424,34424,17112,None,None,None,94718,41581,570447,476067,268283,None,47011,2782,94380,None,132292,44229,88063,132292,151163,None,2318934,None,-12607722,132,39583773
10,NUZE,2018-06-30,USD,2052542,1423069,615568,615568,367577,140997,629473,575068,None,37293,37293,17112,None,None,None,298773,None,419518,307931,140808,None,54405,45432,111587,None,147248,45432,101816,147248,107346,None,1534341,None,-11056263,378,None
11,NUZE,2018-03-31,USD,1817541,1203505,515290,515290,301977,177677,614036,556762,None,40162,40162,17112,None,None,None,172726,None,430055,301958,134785,None,47336,47336,128097,None,165252,47336,117916,165252,100517,None,1279315,None,-10422524,371,None
12,NUZE,2017-12-31,USD,1384459,1053232,292454,292454,299861,91281,321060,260917,None,43031,43031,17112,None,10167,None,190289,None,472088,328987,205842,None,33475,33675,143101,None,167177,33475,133502,167177,73508,None,825657,None,-9668051,360,None
13,NUZE,2017-09-30,USD,1254255,902524,347327,347327,206356,57711,73744,151946,None,45899,45899,17112,None,10733,None,102926,None,493634,350380,104973,None,44881,44881,143254,None,178325,44681,133644,145377,199437,None,667764,None,-9030551,347,None
14,NUZE,2017-06-30,USD,1096833,782666,151609,151609,380508,102445,314167,261743,None,None,None,52424,None,None,None,148104,None,574574,408640,113353,None,23883,225444,165934,None,557312,23883,272753,557312,55070,None,468830,None,-8335747,344,None
15,NUZE,2017-03-31,USD,1234195,899585,152040,152040,360705,214164,334610,280078,None,None,None,52424,None,1583.41,None,129704.80,None,771086,603542,294559,None,35413,243218,167544,None,88361,35413,167544,88361,49399.08,None,299000.23,None,-5994313.83,342,None
16,NUZE,2016-12-31,USD,1234318,848694,162742,162742,411223,201175,385624,298371,None,None,None,52424,None,34829,None,73554,None,1157226,1067090,196198,None,141642,759700,90136,None,335451,115889,90136,361204,111192,None,6465,None,-7603364,328,None
