,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,PUYI,2020-06-30,USD,432711000,393222000,285924000,285924000,None,None,39489000,26948000,None,363000,363000,None,None,0,4000000,5723000,None,62230000,47521000,None,None,None,None,14709000,22110000,None,None,None,None,7578000,None,367956000,None,142187000,600000,90472014
1,PUYI,2020-03-31,USD,None,393222000,None,None,None,None,None,26948000,None,None,None,None,None,None,None,5723000,None,None,47521000,None,None,None,None,None,None,None,None,None,None,7578000,None,None,None,142187000,600000,None
2,PUYI,2019-12-31,USD,462147000,425269000,334399000,334399000,None,None,36878000,27901000,None,548000,548000,None,None,0,34000000,19099000,36878000,80932000,64394000,None,None,None,None,16538000,16538000,None,None,None,None,55777000,None,378595000,None,153055000,600000,90472014
3,PUYI,2019-09-30,USD,462147000,425269000,334399000,334399000,None,None,None,27901000,None,548000,548000,None,None,None,34000000,19099000,None,80932000,64394000,None,None,None,None,None,None,None,None,None,None,55777000,None,378595000,None,153055000,600000,None
4,PUYI,2019-06-30,CNY,479409000,467124000,378445000,378445000,None,None,12285000,4026000,None,733000,733000,None,None,2000000,2000000,54698000,12285000,75833000,75833000,None,None,None,None,0,None,None,None,None,None,52003000,None,400403000,None,155266000,600000,None
5,PUYI,2019-03-31,USD,479409000,467124000,378445000,378445000,None,None,None,4026000,None,733000,733000,None,None,2000000,2000000,54698000,None,75833000,75833000,None,None,None,None,None,None,None,None,None,None,53423000,None,400403000,None,175090000,600000,None
6,PUYI,2018-12-31,USD,273549000,264027000,205799000,205799000,None,None,None,1771000,None,388000,388000,None,None,4000000,2000000,7053000,None,30210000,30210000,None,None,None,None,None,None,None,None,None,None,18490000,None,239567000,None,168054000,557000,None
7,PUYI,2018-09-30,USD,273549000,264027000,205799000,205799000,None,None,None,1771000,None,388000,388000,None,None,4000000,2000000,7053000,None,30210000,30210000,None,None,None,None,None,None,None,None,None,None,18490000,None,239567000,None,168054000,557000,None
8,PUYI,2018-06-30,USD,34122000,None,15595000,15595000,None,None,None,134000,None,106000,106000,None,None,None,3690000,824000,None,4867000,4867000,None,None,None,None,None,None,None,None,None,None,3885000,None,27917000,None,18364000,80000,None
9,PUYI,2017-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,148712000,None,None,None,None
10,PUYI,2017-06-30,USD,28272000,None,8142000,8142000,30000,None,None,151000,None,222000,222000,None,None,None,2343000,672000,None,4885000,4885000,None,None,None,None,None,None,None,None,None,None,2698000,None,21936000,None,8402000,78000,None
