,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,TFFP,2020-12-31,USD,38661842,37559034,35300805,35300805,None,None,1102808,1102808,None,None,None,None,None,None,None,2258229,None,1322040,1322040,1297725,None,None,None,None,None,None,None,None,None,24315,None,37339802,None,-34279648,22535,22534874
1,TFFP,2020-09-30,USD,43158272,42212907,41617891,41617891,None,None,945365,945365,None,None,None,None,None,None,None,None,None,1573384,1573384,1573384,None,None,None,None,None,None,None,None,None,None,None,41584888,None,-28384226,22226,22226284
2,TFFP,2020-06-30,USD,22534495,22534495,21924119,21924119,None,None,None,None,None,None,None,None,None,None,None,None,None,689803,689803,689803,None,None,None,None,None,None,None,None,None,None,None,21844692,None,-23326191,18672,18671658
3,TFFP,2020-03-31,USD,26590074,26590074,25731010,25731010,None,None,None,None,None,None,None,None,None,None,None,None,None,1204951,1204951,1204951,None,None,None,None,None,None,None,None,None,None,None,25385123,None,-19509612,18672,18671658
4,TFFP,2019-12-31,USD,29187398,29187398,28094936,28094936,None,None,None,None,None,None,None,None,None,None,None,None,None,1542651,410638,410638,None,None,None,1132013,None,None,None,None,None,None,None,27644747,None,-15712414,18451,18450992
5,TFFP,2019-09-30,USD,10550569,10550569,10550569,10550569,None,None,461893,None,None,None,None,None,None,None,None,None,461893,2188331,2188331,691105,None,None,None,None,None,None,None,None,None,1497226,None,8844428,None,-11050224,4000,4000000
