,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,BCYC,2020-12-31,USD,161152000,155723000,135990000,135990000,None,None,5429000,3607000,None,None,None,None,None,None,None,None,1822000,65692000,23129000,None,None,None,None,42563000,1270000,14505000,None,None,14505000,10343000,2611000,95460000,None,-151560000,266000,21094557
1,BCYC,2020-09-30,USD,170059000,164158000,149842000,149842000,None,None,5901000,3498000,None,None,None,None,None,None,None,None,2403000,60508000,17047000,None,None,None,None,43461000,1329000,14427000,None,None,15756000,7283000,2307000,109551000,None,-134127000,264000,20935853
2,BCYC,2020-06-30,USD,118602000,112531000,96910000,96910000,None,None,6071000,3800000,None,None,None,None,None,None,None,None,2271000,47576000,16978000,None,None,None,None,30598000,1503000,None,None,None,1503000,5588000,2085000,71026000,None,-123989000,228000,18091657
3,BCYC,2020-03-31,USD,129282000,123390000,109637000,109637000,None,None,5892000,4018000,None,None,None,None,None,None,None,None,1874000,47469000,16197000,None,None,None,None,31272000,1692000,None,None,None,1692000,6187000,2010000,81813000,None,-111874000,227000,18016207
4,BCYC,2019-12-31,USD,110194000,104146000,92117000,92117000,None,None,6048000,4348000,None,None,None,None,None,None,None,None,1700000,16996000,8821000,None,None,None,None,8175000,1891000,None,None,None,1891000,796000,1995000,93198000,None,-100550000,227000,17993701
5,BCYC,2019-09-30,USD,116060000,110250000,95954000,95954000,None,None,5810000,4329000,None,None,None,None,None,None,None,None,1481000,20735000,8835000,None,None,None,None,11900000,2018000,None,None,None,2018000,40000,1429000,95325000,None,-96144000,226000,18000000
6,BCYC,2019-06-30,USD,126246000,120452000,108536000,108536000,None,None,5794000,4388000,None,None,None,None,None,None,None,None,1406000,21687000,9440000,None,None,None,None,12247000,2222000,None,None,None,2222000,239000,1261000,104559000,None,-86662000,226000,7000000
7,BCYC,2019-03-31,USD,77801000,69926000,59371000,59371000,0,None,7875000,4389000,None,0,0,0,None,0,0,0,3486000,20886000,8419000,None,None,None,584000,12467000,2421000,1837000,584000,None,2421000,12000,1050000,48807000,0,-76445000,11000,1000000
8,BCYC,2018-12-31,USD,81626000,76769000,63380000,63380000,0,None,None,1818000,None,0,0,0,None,0,0,0,3039000,151452000,8929000,None,None,None,0,None,None,0,0,None,None,124000,None,-69826000,0,-69942000,8000,None
9,BCYC,2018-03-31,USD,0,0,0,0,0,None,None,0,None,0,0,0,None,0,0,0,None,0,0,None,None,None,0,None,None,0,0,None,None,0,None,-47184000,0,0,0,None
10,BCYC,2017-12-31,USD,74001000,71512000,67663000,67663000,0,None,None,1362000,None,0,0,0,None,0,0,0,None,24744000,9451000,None,None,None,0,None,None,0,0,None,None,4223000,None,-47184000,0,-48096000,4000,None
