,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,WTRE,2020-12-31,USD,3532060000,882180000,211451000,211451000,None,None,53705000,719000,None,7650000,7650000,None,None,2513520000,1073939000,301269000,75005000,2538318000,257905000,None,None,None,211640000,2280413000,None,172689000,211640000,None,None,429689000,2107724000,941344000,-77923000,103554000,228000,19886979
1,WTRE,2020-09-30,USD,3653220000,1275497000,195333000,195333000,None,None,None,782000,None,None,None,None,None,1746616000,1000172000,391541000,None,2733946000,1384229000,None,None,None,None,None,None,172621000,390195000,None,None,488189000,None,919274000,None,42184000,228000,19886979
2,WTRE,2020-06-30,USD,3547758000,1205690000,107653000,107653000,None,None,None,845000,None,7650000,7650000,None,None,1729643000,1060291000,378655000,370066000,2719256000,1449216000,None,None,None,472361000,None,None,172554000,472361000,None,644915000,492394000,None,828502000,None,-35909000,227000,19886979
3,WTRE,2020-03-31,USD,3406947000,1154312000,96580000,96580000,None,None,None,908000,None,7650000,7650000,None,None,1575125000,1061413000,324597000,343861000,2790565000,1580601000,None,None,None,576486000,None,None,172486000,576486000,None,748972000,532465000,None,616382000,-77923000,-224737000,227000,19786021
4,WTRE,2019-12-31,USD,3550856000,1106414000,102437000,102437000,None,None,None,970000,None,7650000,7650000,None,None,1616742000,1075011000,301968000,329303000,2626198000,2453780000,None,None,None,484287000,None,None,172418000,484287000,None,656705000,505421000,None,924658000,-75056000,43470000,227000,19902895
5,WTRE,2019-09-30,USD,3611495000,1108435000,80390000,80390000,None,None,None,1031000,None,7650000,7650000,None,None,1699312000,1035705000,279289000,357611000,2598441000,2426091000,None,None,None,519197000,None,None,172350000,519197000,None,691547000,520488000,None,1013054000,None,60334000,227000,23000000
6,WTRE,2019-06-30,USD,3468528000,849520000,68977000,68977000,None,None,None,1092000,None,7650000,7650000,None,None,1702721000,964631000,192437000,232177000,2286057000,1349986000,None,None,None,558297000,None,None,None,558297000,None,558297000,424335000,None,1182471000,None,60182000,227000,23000000
7,WTRE,2019-03-31,USD,3552869000,892761000,56301000,56301000,None,None,None,1100000,None,7650000,7650000,None,None,1756372000,806545000,171466000,256711000,2389895000,1478787000,None,None,None,652743000,None,None,1100000,652743000,None,652743000,430973000,None,1162974000,None,46357000,227000,23000000
8,WTRE,2018-12-31,USD,3372856000,802050000,63529000,63529000,None,None,None,None,None,88508000,88508000,None,None,1407070000,176943000,215170000,None,2262256000,1418650000,None,None,None,None,None,None,None,None,None,None,401459000,None,889608000,None,-1275000,227000,23000000
9,WTRE,2018-09-30,USD,3419452000,741113000,64684000,64684000,None,None,None,None,None,92630000,92630000,None,None,1428670000,146925000,165416000,None,2213198000,1432975000,None,None,None,None,None,None,None,None,None,None,417507000,None,985355000,None,93984000,227000,23000000
10,WTRE,2018-06-30,USD,3337516000,695356000,45644000,45644000,None,None,None,None,None,96402000,96402000,None,None,1442322000,122787000,143833000,None,2148890000,1405564000,None,None,None,None,None,None,None,None,None,None,409066000,None,967821000,None,75147000,227000,23000000
11,WTRE,2018-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,23000000
