SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
PHAS,2020-12-31,USD,-11345000,217000,None,3062000,1417000,342000,55000,0,None,-30375000,-55000,169000,None,None,None,None,None,None,None,-42000,None,None,2953000,None,-11231000,None,-30375000
PHAS,2020-09-30,USD,-15827000,241000,None,-4903000,-149000,55000,178000,0,None,-25143000,-178000,2333000,None,None,None,None,None,None,None,2470000,None,None,2494000,None,-13672000,None,-25143000
PHAS,2020-06-30,USD,-8958000,250000,None,6146000,-3391000,57000,521000,-896000,None,-28142000,-521000,3063000,None,None,None,None,None,None,None,None,None,None,473000,None,-28121000,None,-28142000
PHAS,2020-03-31,USD,-23827000,246000,None,-1425000,9265000,54000,558000,-337000,None,-14905000,-658000,9901000,None,None,None,None,None,None,None,None,None,None,17000,None,-14584000,None,-14905000
PHAS,2019-12-31,USD,-12489000,219000,None,1145000,2958000,50000,136000,650000,None,-11331000,-136000,4879000,None,None,None,None,None,None,None,None,None,None,24000,None,-7746000,None,-11331000
PHAS,2019-09-30,USD,-8240000,166000,None,-450000,-2960000,50000,395000,-598000,None,-11391000,-395000,64000,None,None,None,None,None,None,None,None,None,None,64000,None,-8571000,None,-11391000
PHAS,2019-06-30,USD,-10134000,93000,None,1088000,2431000,43000,345000,511000,None,-9232000,-345000,48907000,None,None,None,None,None,None,None,None,None,None,46434000,None,-8741000,None,-9232000
PHAS,2019-03-31,USD,-8731000,98000,None,-1308000,528000,31000,84000,437000,None,-7293000,-84000,-322000,None,None,None,None,None,None,None,None,None,None,None,None,-9137000,None,-7293000
PHAS,2018-12-31,USD,-6838000,99000,None,1520000,969000,23000,88000,-178000,None,-4868000,-88000,43616000,None,None,None,None,None,None,None,None,None,None,60802000,None,36690000,None,-4868000
PHAS,2018-09-30,USD,-3576000,None,None,None,None,28000,3000,None,None,-7901000,-3000,19186000,None,None,None,None,None,None,None,None,None,None,None,None,15607000,None,-7901000
PHAS,2018-06-30,USD,-4005000,None,None,None,None,20000,22000,None,None,-6674000,-22000,3300500,None,None,None,None,None,None,None,None,None,None,None,None,-2032000,None,-6674000
PHAS,2018-03-31,USD,-2634000,None,None,None,None,27000,6000,None,None,-4403000,-6000,14580000,None,None,None,None,None,None,None,None,None,None,None,None,-2640000,None,-4403000
PHAS,2017-12-31,USD,-2424000,None,None,None,None,96000,12000,None,None,-2535000,-12000,18166000,None,None,None,None,None,None,None,None,None,None,None,None,9129000,None,-2535000
