SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
INSUU,2020-12-31,USD,-83942987,-1749000,None,22601605,41246644,None,None,None,None,-81071321,-5860250,281046000,None,None,None,None,None,None,None,None,17905000,None,176809000,None,191242763,None,-4500000
INSUU,2020-09-30,USD,-1205770,0,None,520107,46873,None,None,None,None,-1675145,726400,300000,None,None,None,None,None,None,None,None,300000,None,0,None,-179370,None,-1675145
INSUU,2020-06-30,USD,-218698,0,None,1132873,-28291,None,None,None,None,-1341552,72800,-7395000,None,None,None,None,None,None,None,None,None,None,0,None,204102,None,-1341552
INSUU,2020-03-31,USD,-484545,2620000,None,8415,16774,None,None,None,None,191018,182050,7745000,None,None,None,None,None,None,None,None,None,None,7745000,None,-302495,None,191018
INSUU,2019-12-31,USD,-156555,None,None,175594,-44223,None,None,None,None,320253,1500,0,None,None,None,None,None,None,None,0,None,None,148030000,None,-155055,None,-20521000
INSUU,2019-09-30,USD,-117123,None,None,247699,-44096,None,None,None,None,530022,3600,0,None,None,None,None,None,None,None,0,None,None,148030000,None,-113523,None,530022
INSUU,2019-06-30,USD,-197294,None,None,None,None,None,None,None,None,478780,0,-45735,None,None,None,None,None,None,None,0,None,None,148030000,None,-243029,None,478780
INSUU,2019-03-31,USD,-158616,None,None,None,None,None,None,None,None,-3233,-150650000,151701947,None,None,None,None,None,None,None,148030000,None,None,148030000,None,893331,None,-3233
