SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
MGTX,2020-12-31,USD,-29562384,1286536,None,5887569,18203721,1122989,8014638,11676609,None,-10461146,-10234737,69435877,None,None,None,None,None,None,None,73887500,None,None,74074949,None,29638756,None,-10461146
MGTX,2020-09-30,USD,-9141583,973560,None,-2603315,-2125595,1147389,5956938,2588796,None,-6431727,-19833716,13132310,None,None,None,None,None,None,None,None,None,None,13641418,None,-15842989,None,-6431727
MGTX,2020-06-30,USD,-12880557,810336,None,984867,233707,71875,2916012,3569105,None,-25417934,-2916012,-5615,None,None,None,None,None,None,None,None,None,None,0,None,-26228270,None,-25417934
MGTX,2020-03-31,USD,-12383275,745026,None,-344338,3976436,889057,4035968,4705613,None,-15681197,-4035968,164811,None,None,None,None,None,None,None,None,None,None,175077,None,-16254432,None,-15681197
MGTX,2019-12-31,USD,21621891,-1272894,None,7908161,15553268,1938331,4749685,-23886573,None,-54443597,-5139341,467957,None,None,None,None,None,None,None,None,None,None,502995,None,160486714,None,-54443597
MGTX,2019-09-30,USD,-61998861,768183,None,139885,8849161,-890425,2023744,None,None,38501692,-2023744,70205998,None,None,None,None,None,None,None,None,None,None,75253351,None,-137352814,None,-10460854
MGTX,2019-06-30,USD,-21744123,277279,None,1587286,4634365,68956,1091763,None,None,-20822412,-1091763,-5474,None,None,None,None,None,None,None,None,None,None,1267,None,-21099691,None,-20822412
MGTX,2019-03-31,USD,82165990,228456,None,-3941454,-2711432,585056,1115233,None,None,-17981918,-1115233,77566423,None,None,None,None,None,None,None,None,None,None,80000000,None,158617180,None,-17981918
MGTX,2018-12-31,USD,-11468712,3015,None,6736098,3847117,503534,8885857,None,None,-21056745,-8885857,-7080,None,None,None,None,None,None,None,None,None,None,2,None,-20361649,None,-21056745
MGTX,2018-09-30,USD,-10993807,None,None,1133875,840471,534607,1054606,None,None,-18724782,-1054606,-1422361,None,None,None,None,None,None,None,None,None,None,69750000,None,-13470774,None,-15424944
MGTX,2018-06-30,USD,-19029382,None,None,None,None,556243,107564,None,None,-26680994,-107564,89068042,None,None,None,None,None,None,None,None,None,None,69750000,None,None,None,-29980832
MGTX,2018-03-31,USD,-17395969,None,None,None,None,458836,1210452,None,None,-16403353,-1210452,42401814,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-16403353
MGTX,2017-12-31,USD,-3709451,None,None,None,None,679177,2146561,None,None,-8604377,-2146561,9125944,None,None,None,None,None,None,None,None,None,None,9950,None,None,None,-8604377
