SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
SNMX,2018-06-30,USD,-3363000,None,None,None,None,79000,70000,-353000,259000,-3646000,-2504000,13000,None,None,None,None,None,None,None,13000,None,None,13000,None,-5854000,None,-3646000
SNMX,2018-03-31,USD,1971000,None,None,-1468000,-6698000,161000,34000,-6682000,53000,-3757000,1870000,266000,None,None,None,None,None,None,None,266000,None,None,266000,None,4107000,None,-3757000
SNMX,2017-12-31,USD,17296000,None,None,828000,995000,204000,102000,1950000,-505000,-21527000,-5932000,-256000,None,None,None,None,None,None,None,-256000,None,None,-256000,None,13426000,None,-21527000
SNMX,2017-09-30,USD,-8076000,None,None,-429000,2138000,180000,117000,2369000,-129000,-2172000,1785000,130000,None,None,None,None,None,None,None,130000,None,None,130000,None,-7768000,None,-2172000
SNMX,2017-06-30,USD,-2828000,None,None,243000,-2953000,201000,186000,-2687000,-130000,-2828000,-692000,1000,None,None,None,None,None,None,None,1000,None,None,1000,None,-2828000,None,-2828000
SNMX,2017-03-31,USD,-9031000,None,None,-1255000,326000,201000,153000,146000,8000,-3436000,3397000,2178000,None,None,None,None,None,None,None,2178000,None,None,2178000,None,-2102000,None,-3436000
SNMX,2016-12-31,USD,-17595000,None,None,-59000,643000,205000,32000,631000,142000,-3670000,3215000,19000,None,None,None,None,None,None,None,19000,None,None,19000,None,-14445000,None,-3670000
SNMX,2016-09-30,USD,-10143000,None,None,-1460000,1832000,226000,53000,1668000,-160000,-2461000,1986000,583000,None,None,None,None,None,None,None,583000,None,None,583000,None,-9640000,None,-2461000
SNMX,2016-06-30,USD,-2136000,None,None,-689000,-2526000,226000,11000,-2221000,-138000,-2136000,2515000,16000,None,None,None,None,None,None,None,16000,None,None,16000,None,-2136000,None,-2136000
SNMX,2016-03-31,USD,-9910000,None,None,-1350000,1911000,236000,42000,2081000,-123000,-2419000,1358000,628000,None,None,None,None,None,None,None,628000,None,None,628000,None,-10411000,None,-2419000
SNMX,2015-12-31,USD,4170000,None,None,-826000,142000,243000,53000,542000,-94000,-2946000,691000,323000,None,None,None,None,None,None,None,323000,None,None,323000,None,3927000,None,-2946000
SNMX,2015-09-30,USD,-4278000,None,None,409000,1312000,231000,48000,1104000,-90000,-2405000,850000,1556000,None,None,None,None,None,None,None,1556000,None,None,1556000,None,-687000,None,-2405000
SNMX,2015-06-30,USD,-2728000,None,None,185000,141000,285000,218000,227000,42000,-2728000,-467000,485000,None,None,None,None,None,None,None,485000,None,None,485000,None,-2728000,None,-2728000
SNMX,2015-03-31,USD,-9820000,None,None,-1693000,-188000,487000,371000,-956000,1019000,-4569000,4658000,997000,None,None,None,None,None,None,None,997000,None,None,997000,None,-2744000,None,-4569000
SNMX,2014-12-31,USD,4048000,None,None,-1063000,90000,594000,34000,-32000,-65000,-3095000,1907000,178000,None,None,None,None,None,None,None,178000,None,None,178000,None,5816000,None,-3095000
SNMX,2014-09-30,USD,-18684000,None,None,-366000,1030000,619000,75000,269000,957000,-4406000,-227000,1416000,None,None,None,None,None,None,None,1416000,None,None,1416000,None,-20106000,None,-4406000
SNMX,2014-06-30,USD,-2641000,None,None,-1064000,-372000,605000,205000,-981000,-27000,-2641000,-8208000,3762000,None,None,None,None,None,None,None,3762000,None,None,3762000,None,-2641000,None,-2641000
SNMX,2014-03-31,USD,-5923000,None,None,-4440000,1201000,641000,14000,894000,496000,-2008000,2976000,4603000,None,None,None,None,None,None,None,4603000,None,None,4603000,None,3312000,None,-2008000
SNMX,2013-12-31,USD,-3342000,None,None,-1016000,808000,735000,100000,974000,None,-3086000,1902000,918000,None,None,None,None,None,None,None,918000,None,None,918000,None,-1044000,None,-3086000
SNMX,2013-09-30,USD,-1928000,None,None,232000,212000,800000,178000,-148000,None,-3475000,22000,214000,None,None,None,None,None,None,None,214000,None,None,214000,None,-3384000,None,-3475000
