SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
GNRSU,2020-12-31,USD,-459402,None,None,128265,9925,None,None,None,None,-5179967,0,0,None,None,None,None,None,None,None,None,0,None,1500000,None,-459402,None,-573364
GNRSU,2020-09-30,USD,-282753,None,None,47770,-15201,None,None,None,None,-341347,0,-13459,None,None,0,None,None,None,None,0,0,None,0,None,-296212,None,-341347
GNRSU,2020-06-30,USD,-249463,None,None,None,None,None,None,None,None,-182003,0,0,None,None,None,None,None,None,None,0,None,None,None,None,-249463,None,-182003
GNRSU,2020-03-31,USD,-223188,2250000,None,None,43591,None,None,None,None,654736,-172500000,174013144,None,None,1500000,None,None,None,None,169050000,1164753,None,169200000,None,1289956,None,654736
