,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,CRTX,2020-12-31,USD,-13276000,None,None,-754000,-1310000,389000,10000,None,None,-20555000,15826000,45000,None,None,None,None,None,None,None,None,None,None,47000,None,2595000,None,-20555000
1,CRTX,2020-09-30,USD,-12371000,None,None,-782000,-1959000,56000,20000,None,None,-21506000,10371000,90000,None,None,None,None,None,None,None,None,None,None,90000,None,-1910000,None,-21506000
2,CRTX,2020-06-30,USD,-14392000,None,None,137000,956000,57000,17000,None,None,-17612000,-5947000,889000,None,None,None,None,None,None,None,None,None,None,892000,None,-17612000,None,-17612000
3,CRTX,2020-03-31,USD,-10779000,None,None,1879000,-49000,60000,5000,None,None,-17176000,-72681000,117852000,None,None,None,None,None,None,None,None,None,None,117881000,None,34392000,None,-17176000
4,CRTX,2019-12-31,USD,-10950000,None,None,780000,1997000,242000,9000,None,None,-12379000,17704000,-530000,None,None,None,None,None,None,None,None,None,None,29000,None,6224000,None,-12379000
5,CRTX,2019-09-30,USD,-8796000,None,None,-2821000,-1231000,-274000,26000,None,None,-9858000,9222000,0,None,None,None,None,None,None,None,None,None,None,77896000,None,426000,None,-9858000
6,CRTX,2019-06-30,USD,-6315000,None,None,None,None,-190000,-31000,None,None,-9062000,-47837000,77832000,None,None,None,None,None,None,None,None,None,None,77832000,None,-9062000,None,-9062000
7,CRTX,2019-03-31,USD,-7216000,None,None,None,None,-152000,51000,None,None,-5681000,3164000,64000,None,None,None,None,None,None,None,None,None,None,64000,None,-3988000,None,-5681000
8,CRTX,2018-12-31,USD,-3973000,None,None,None,None,None,0,None,None,-3470000,1561000,-10000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3470000
9,CRTX,2018-09-30,USD,-1925000,None,None,None,None,10000,198000,None,None,-2521000,-48301000,0,None,None,None,None,None,None,None,None,None,None,75688000,None,None,None,-2521000
10,CRTX,2018-06-30,USD,-2620000,None,None,None,None,9000,14000,None,None,-3108000,-14000,75700000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3108000
11,CRTX,2018-03-31,USD,-3177000,None,None,None,None,8000,51000,None,None,-3377000,3164000,238000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3377000
