,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,BNL,2020-12-31,USD,46064000,291000,23500000,-4083000,-220000,29032000,3177000,None,None,17619000,-76443000,32120000,None,None,None,None,20769000,19085000,None,54340000,0,None,54340000,None,1741000,None,16262000
1,BNL,2020-09-30,USD,53506000,619000,9816000,13187000,4553000,31516000,3805000,None,None,9711000,5469000,40170000,None,None,None,None,-244000,-332000,None,533986000,0,None,533986000,None,99145000,None,8750000
2,BNL,2020-06-30,USD,39139000,183000,10538000,-2342000,526000,40939000,3776000,None,None,17098000,6264000,-132273000,None,None,None,None,26257000,23631000,None,0,25000000,None,0,None,21953000,None,15353000
3,BNL,2020-03-31,USD,40319000,323000,37185000,319000,-291000,30081000,48000,None,None,11848000,4474000,31608000,None,None,None,None,31829000,29148000,None,131000,167000000,None,131000,None,76401000,None,10816000
4,BNL,2019-12-31,USD,36425000,31000,81695000,-2836000,-357000,29747000,1007000,None,None,27712000,38520000,-98749000,None,22225000,22225000,None,19010000,16742000,None,69275000,45000000,None,47050000,None,-23804000,None,25934000
5,BNL,2019-09-30,USD,46214000,-395000,59691000,9604000,-248000,27519000,2501000,None,None,25038000,-749333000,734516000,None,7361000,7361000,None,18000000,15647000,None,140285000,89100000,None,132924000,None,31397000,None,23388000
6,BNL,2019-06-30,USD,33080000,28000,23809000,-2964000,-1201000,24570000,1287000,None,None,17342000,-56257000,22735000,None,3210000,3210000,None,17374000,15077000,None,60321000,0,None,57111000,None,41748000,None,16134000
7,BNL,2019-03-31,USD,31639000,467000,11291000,-1701000,342000,23572000,256000,None,None,15022000,-64637000,27169000,None,1803000,1803000,None,16825000,14495000,None,59869000,300000000,None,58066000,None,-5829000,None,13938000
8,BNL,2018-12-31,USD,34494000,29000,13451000,2875000,1737000,22175000,778000,None,None,14660000,-235869000,192336000,None,1640000,1640000,None,15443000,13435000,None,69111000,0,None,67471000,None,-9039000,None,13561000
9,BNL,2018-09-30,USD,34842000,None,11609000,2071000,-771000,21614000,2737000,None,None,23064000,-86870000,59234000,None,2675000,2675000,None,15010000,13165000,None,58090000,325000000,None,55415000,None,7206000,None,21267000
10,BNL,2018-06-30,USD,34387000,None,15529000,-2634000,982000,20521000,67000,None,None,18386000,-100196000,69830000,None,2312000,2312000,None,15310000,12989000,None,43744000,11000000,None,41432000,None,34387000,None,16974000
11,BNL,2018-03-31,USD,71784000,None,16813000,3377000,588000,19380000,1378000,None,None,18995000,-87524000,69938000,None,3577000,3577000,None,14720000,12256000,None,44957000,79000000,None,41380000,None,54198000,None,17573000
12,BNL,2017-12-31,USD,54853000,None,8362000,-965000,-432000,17303000,2735000,None,None,16826000,-313614000,283696000,-435000000,4614000,4614000,None,13912000,12007000,None,43129000,295000000,None,38515000,None,-4343000,None,15530000
13,BNL,2017-09-30,USD,58920000,None,27725000,2541000,-501000,15742000,0,None,None,12990000,-127198000,78087000,None,1809000,1809000,None,13384000,11442000,None,68263000,45000000,None,66454000,None,-22054000,None,11948000
14,BNL,2017-06-30,USD,None,None,None,None,None,14920000,1584000,None,None,15992000,None,None,None,1636000,None,None,None,10878000,None,69929000,None,None,None,None,None,None,14727000
15,BNL,2017-03-31,USD,None,None,None,None,None,14794000,2287000,None,None,13747000,None,None,None,1380000,None,None,None,10213000,None,91506000,None,None,None,None,None,None,12594000
16,BNL,2016-12-31,USD,None,None,None,None,None,12939000,-5587000,None,None,13794000,None,None,None,1667000,None,None,None,9671000,None,60440000,None,None,None,None,None,None,12480000
17,BNL,2016-09-30,USD,None,None,None,None,None,12014000,206000,None,None,15417000,None,None,None,3428000,None,None,None,9303000,None,64777000,None,None,None,None,None,None,13958000
18,BNL,2016-06-30,USD,None,None,None,None,None,None,None,None,None,5356000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4818000
19,BNL,2016-03-31,USD,None,None,None,None,None,None,None,None,None,5701000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5098000
