,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,PSN,2020-12-31,USD,175722000,31017000,None,-14974000,-153532000,33256000,4858000,-97864000,None,26905000,-310292000,3136000,0,None,None,None,None,None,None,2702000,None,None,2702000,None,-131434000,None,21611000
1,PSN,2020-09-30,USD,144883000,14732000,None,4181000,21061000,31322000,29178000,56869000,None,46520000,-10255000,345937000,0,None,None,None,None,None,None,None,None,None,13808000,None,480565000,None,40658000
2,PSN,2020-06-30,USD,87539000,14277000,None,-34028000,-23723000,32151000,22938000,-42116000,None,31125000,-13620000,-64559000,-65000000,None,None,None,None,None,None,None,None,None,1684000,None,40925000,None,23299000
3,PSN,2020-03-31,USD,-118983000,16445000,None,-11895000,144080000,32727000,12637000,91734000,None,14371000,-12202000,63712000,65000000,None,None,None,-360000,-360000,None,None,None,None,None,None,-67473000,None,12973000
4,PSN,2019-12-31,USD,89612000,33943000,None,5176000,-10682000,33362000,67597000,-1520000,None,22304000,-29093000,-11266000,None,None,None,None,None,None,None,None,None,None,530607000,None,49253000,None,13722000
5,PSN,2019-09-30,USD,179123000,16678000,None,-149000,-57405000,31293000,44030000,-65724000,None,61293000,-229502000,-14191000,None,None,None,None,None,None,None,None,None,None,536060000,None,-64570000,None,56812000
6,PSN,2019-06-30,USD,44790000,None,None,None,None,31210000,25953000,None,None,44790000,-11149000,80870000,None,None,None,None,-52093000,-52093000,None,None,None,None,536512000,None,44790000,None,40259000
7,PSN,2019-03-31,USD,21160000,None,None,None,None,30591000,11041000,None,None,21160000,-301059000,210623000,None,None,None,None,-52093000,-52093000,None,None,None,None,-813000,None,None,None,9741000
8,PSN,2018-12-31,USD,184812000,None,None,None,None,69869000,29283000,None,None,14230000,342000,-117723000,None,None,None,None,None,None,None,None,None,None,-125814000,None,None,None,7447000
9,PSN,2018-09-30,USD,108265000,None,None,None,None,23599000,8871000,None,None,46066000,-7810000,-64762000,None,None,None,None,-52093000,-52093000,None,None,None,None,None,None,None,None,41222000
10,PSN,2018-06-30,USD,56990000,None,None,None,None,14048000,5413000,None,None,150038000,-487646000,231765000,None,None,None,None,-52093000,-52093000,None,None,None,None,None,None,None,None,148381000
11,PSN,2018-03-31,USD,-65433000,None,None,None,None,9009000,5152000,None,None,29102000,-8181000,6131000,None,None,None,None,-52093000,-52093000,None,None,None,None,None,None,None,None,25287000
