,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,DASH,2020-12-31,USD,-63000000,None,None,None,None,31000000,37000000,None,None,None,-63000000,3282000000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-312000000
1,DASH,2020-09-30,USD,-63000000,None,None,None,None,None,0,None,None,None,-63000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2,DASH,2019-12-31,USD,-159000000,None,None,None,None,16000000,34000000,None,None,None,-348000000,99000000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-134000000
3,DASH,2019-09-30,USD,-159000000,None,None,None,None,None,0,None,None,None,-348000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
