,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,TW,2020-12-31,USD,139702000,None,None,None,None,39837000,13188000,None,None,None,-33188000,3370000,None,None,None,None,-15180000,-15180000,None,None,None,None,None,None,None,None,55060000
1,TW,2020-09-30,USD,138979000,None,None,None,None,38857000,10168000,7926000,None,None,-10168000,-13894000,None,None,None,None,-15025000,-15025000,None,None,None,None,6149000,None,114917000,None,36812000
2,TW,2020-06-30,USD,186311000,None,None,None,None,37919000,10819000,73351000,None,None,-10819000,-39892000,None,None,None,None,-14483000,-14483000,None,None,None,None,25868000,None,135600000,None,30496000
3,TW,2020-03-31,USD,-21758000,None,None,None,None,37176000,8361000,-81564000,None,None,-8361000,-2277000,None,None,None,None,-13400000,-13400000,None,None,None,None,35422000,None,-32396000,None,43928000
4,TW,2019-12-31,USD,120538000,None,None,None,None,36402000,14695000,None,None,None,-14695000,-39286000,None,None,None,None,-13067000,-13067000,None,None,None,None,1971224000,None,None,None,41329000
5,TW,2019-09-30,USD,113492000,None,None,None,None,35133000,12060000,None,None,None,-12060000,-23206000,None,None,None,None,-11434000,-11434000,None,None,None,None,1161270000,None,None,None,29612000
6,TW,2019-06-30,USD,98052000,None,None,None,None,34292000,9424000,None,None,None,-9424000,-135650000,None,None,None,None,8565000,8565000,None,None,None,None,1161270000,None,None,None,12828000
7,TW,2019-03-31,USD,-21079000,None,None,None,None,33503000,8283000,None,None,None,-8283000,-20000000,None,None,None,None,-20000000,-20000000,None,None,None,None,None,None,None,None,42352000
8,TW,2018-12-31,USD,112556000,None,None,None,None,27946000,9090000,None,None,None,-16246000,-36000000,None,None,None,None,-11435000,-11435000,None,None,None,None,None,None,None,None,29307000
9,TW,2018-06-30,USD,79253000,None,None,None,None,16178000,1881000,None,None,None,-8448000,-55000000,None,None,None,None,-11435000,-11435000,None,None,None,None,None,None,None,None,38897000
10,TW,2018-03-31,USD,-14226000,None,None,None,None,16268000,1244000,None,None,None,-7442000,-25000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45308000
11,TW,2017-12-31,USD,83285000,None,None,None,None,9460000,3424000,None,None,None,-10539000,-37000000,None,None,None,None,-1543000,-1543000,None,None,None,None,None,None,None,None,7107000
12,TW,2016-12-31,USD,171845000,None,None,None,None,54035000,9998000,None,None,None,-50565000,-130521000,None,None,None,None,-521000,-521000,None,None,None,None,None,None,None,None,93161000
13,TW,2015-09-30,USD,None,None,None,None,None,None,36191000,None,None,None,74423000,88270000,None,None,None,None,-10506000,-10506000,None,None,None,None,None,None,None,None,123382000
14,TW,2015-06-30,USD,573519000,None,None,None,None,None,135226000,None,None,None,None,None,None,None,None,None,-41801000,-41801000,None,None,None,None,None,None,None,None,89102000
15,TW,2015-03-31,USD,270489000,None,None,None,None,None,95018000,None,None,None,None,None,None,None,None,None,-30659000,-30659000,None,None,None,None,None,None,None,None,104142000
16,TW,2014-12-31,USD,1900000,None,None,None,None,None,66620000,None,None,None,765000,None,None,None,None,None,-20204000,-20204000,None,None,None,None,None,None,None,None,110176000
17,TW,2014-09-30,USD,None,None,None,None,None,None,33614000,None,None,None,None,75259000,None,None,None,None,-9723000,-9723000,None,None,None,None,None,None,None,None,81558000
18,TW,2014-06-30,USD,456091000,None,None,None,None,None,120821000,None,None,None,None,None,None,None,None,None,-21058000,-21058000,None,None,None,None,None,None,None,None,82392000
19,TW,2014-03-31,USD,222751000,None,None,None,None,None,87421000,None,None,None,None,27239000,None,None,None,None,-11165000,-11165000,None,None,None,None,None,None,None,None,102506000
20,TW,2013-12-31,USD,None,None,None,None,None,None,61893000,None,None,None,None,54014000,None,None,None,None,-613000,-613000,None,None,None,None,None,None,None,None,86188000
