,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,NOVA,2020-12-31,USD,-29670000,18097000,None,15144000,24950000,23986000,138514000,1512000,None,-128791000,-235244000,431118000,-1964000,None,None,None,None,None,None,148008000,468853000,None,148008000,None,166204000,None,-91770000
1,NOVA,2020-09-30,USD,-18868000,30735000,None,-1330000,22488000,22964000,165522000,844000,None,-73294000,-236678000,282808000,-566000,None,None,None,None,None,None,4398000,245974000,None,4398000,None,27262000,None,-64181000
2,NOVA,2020-06-30,USD,-24816000,13359000,None,-6097000,16213000,14021000,133102000,-814000,None,-28729000,-173282000,213289000,-53000,None,None,None,None,None,None,-88000,426914000,None,-88000,None,-28729000,None,-25258000
3,NOVA,2020-03-31,USD,-58112000,25380000,None,-10939000,7313000,23105000,141231000,2755000,None,-77004000,-184315000,261372000,-2398000,None,None,None,None,None,None,-41000,583681000,None,-41000,None,18945000,None,-71075000
4,NOVA,2019-12-31,USD,-95724000,9629000,None,29699000,123662000,16373000,131623000,1343000,None,-13762000,-178615000,315359000,-2495000,None,None,None,None,None,None,-243000,295207000,None,-243000,None,41020000,None,-17509000
5,NOVA,2019-09-30,USD,-18844000,23765000,None,-2758000,15529000,14110000,134403000,1409000,None,-34369000,-172291000,200910000,-1929000,None,None,None,None,None,None,165173000,62108000,None,165172000,None,9775000,None,-37590000
6,NOVA,2019-06-30,USD,-31264000,None,None,None,None,11631000,95894000,None,None,-49807000,-124730000,176203000,None,None,None,None,None,None,None,-484000,None,None,-256000,None,None,None,-50738000
7,NOVA,2019-03-31,USD,-24430000,None,None,None,None,11012000,68902000,None,None,-35496000,-92680000,109351000,None,None,None,None,None,None,None,6000,None,None,-2253000,None,None,None,-38514000
8,NOVA,2018-12-31,USD,13672000,None,None,None,None,39290000,68358000,None,None,-39102000,-89017000,62463000,None,None,None,None,None,None,None,None,None,None,172771000,None,None,None,-40828000
9,NOVA,2018-09-30,USD,-4681000,None,None,None,None,10683000,60193000,None,None,-6647000,-87989000,110216000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-6634000
10,NOVA,2018-06-30,USD,-1341000,None,None,None,None,9420000,63090000,None,None,-9224000,-87533000,47217000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-12574000
11,NOVA,2018-03-31,USD,-19220000,None,None,None,None,8997000,60977000,None,None,-13436000,-84310000,145791000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-14210000
