,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,PTVE,2020-12-31,USD,-17000000,71000000,None,67000000,None,76000000,81000000,-37000000,35000000,237000000,-34000000,-1247000000,None,None,None,None,None,None,None,None,2247000000,None,23000000,None,-1298000000,None,236000000
1,PTVE,2020-09-30,USD,173000000,None,None,None,None,73000000,115000000,None,18000000,-359000000,-112000000,206000000,None,None,None,None,None,None,None,None,None,None,None,None,389000000,None,-359000000
