,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,GSAH,2020-09-30,USD,-844858,None,None,None,None,None,0,None,None,None,None,751440494,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-248220
1,GSAH,2020-06-30,USD,-844858,None,None,None,None,None,0,None,None,None,None,74261,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-46399
2,GSAH,2020-03-31,USD,-844858,None,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
3,GSAH,2019-12-31,USD,0,None,None,None,None,51000000,26900000,None,42300000,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-341
4,GSAH,2019-09-30,USD,2957563,None,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2123979
5,GSAH,2019-06-30,USD,1259714,None,None,None,None,None,0,None,None,None,None,700000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2747555
6,GSAH,2019-03-31,USD,3478760,None,None,None,None,None,0,None,None,None,None,700000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2694579
7,GSAH,2018-12-31,USD,-149379,None,None,None,None,None,0,None,None,None,-690000000,700000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2348869
8,GSAH,2018-09-30,USD,-587067,None,None,None,None,0,0,None,0,None,-690000000,-239163,None,None,None,None,0,0,None,None,None,None,0,None,None,None,2296093
9,GSAH,2018-06-30,USD,26058,None,None,None,None,0,0,None,0,None,-690000000,691785095,None,None,None,None,0,0,None,None,None,None,0,None,None,None,386382
10,GSAH,2018-03-31,USD,26058,None,None,None,None,None,0,None,None,None,-690000000,691785095,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-596
11,GSAH,2017-12-31,USD,-710388,None,None,None,None,None,0,None,None,None,-690000000,691545932,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1276
12,GSAH,2016-12-31,USD,-37500,None,None,None,None,None,0,None,None,None,-690000000,37500,None,None,None,None,None,None,None,None,None,None,37500,None,None,None,-455127
