,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,MIRM,2020-12-31,USD,-36279000,None,None,None,1082000,85000,28000,None,None,-37203000,-4946000,134508000,None,None,None,None,None,None,None,None,None,None,84916000,None,93283000,None,-37203000
1,MIRM,2020-09-30,USD,-17451000,None,None,None,1663000,77000,46000,None,None,-21506000,-18914000,2096000,None,None,None,None,None,None,None,2244000,None,None,2271000,None,-34269000,None,-21506000
2,MIRM,2020-06-30,USD,-16994000,None,None,None,-122000,70000,53000,None,None,-23251000,27973000,25000,None,None,None,None,None,None,None,0,None,None,25000,None,-23251000,None,-23251000
3,MIRM,2020-03-31,USD,-18351000,None,None,None,158000,73000,98000,None,None,-21310000,33761000,44659000,None,None,None,None,None,None,None,44659000,None,None,44659000,None,60069000,None,-21310000
4,MIRM,2019-12-31,USD,-13698000,None,None,None,-279000,59000,67000,None,None,-17952000,-5144000,0,None,None,None,None,None,None,None,None,None,None,0,None,-18842000,None,-17952000
5,MIRM,2019-09-30,USD,-15221000,None,None,None,2387000,37000,170000,None,None,-15087000,-64192000,68417000,None,None,None,None,None,None,None,None,None,None,67200000,None,-10996000,None,-15087000
6,MIRM,2019-06-30,USD,-8017000,None,None,None,None,88000,0,None,None,-13557000,-58401000,58760000,None,None,None,None,None,None,None,None,None,None,59977000,None,None,None,-13557000
7,MIRM,2019-03-31,USD,-2426000,None,None,None,None,27000,44000,None,None,-5957000,-44000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-5957000
8,MIRM,2018-12-31,USD,-354000,None,None,None,None,None,None,None,None,-17271000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-17271000
