,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,ACI,2020-12-05,USD,275200000,11700000,None,38100000,386500000,497500000,380100000,1400000,385100000,123700000,-257200000,-563200000,None,184700000,184700000,None,-83700000,-83700000,None,None,0,None,-184700000,None,-545200000,None,123700000
1,ACI,2020-09-12,USD,628900000,None,None,None,None,None,None,17000000,5600000,284500000,-287700000,26200000,None,0,None,None,None,None,None,None,None,None,None,None,294600000,None,284500000
2,ACI,2020-06-20,USD,2091900000,63500000,None,733100000,-63100000,None,None,4700000,-67800000,586200000,-399400000,-106900000,None,1680000000,1680000000,None,None,None,None,None,2000000000,None,None,None,1585600000,None,586200000
3,ACI,2020-02-29,USD,516900000,1026500000,None,-241100000,-248200000,1694700000,1475100000,24100000,-272300000,67800000,-353100000,-101500000,None,None,None,None,None,None,None,None,2356000000,None,None,None,62300000,None,67800000
4,ACI,2019-11-30,USD,302200000,252000000,None,235600000,269100000,20600000,1083700000,-17500000,286600000,54800000,-333100000,-17200000,None,None,None,None,None,None,None,None,768000000,None,None,None,-48100000,None,54800000
5,ACI,2019-09-07,USD,282100000,231200000,None,-54600000,-17900000,20900000,716300000,21300000,-39200000,294800000,601700000,-1132800000,None,None,None,None,None,None,None,None,750000000,None,None,None,300600000,None,294800000
6,ACI,2019-06-15,USD,802700000,295400000,None,141400000,-25700000,28600000,None,-88700000,63000000,49000000,-294000000,-762700000,None,None,None,None,None,None,None,None,0,None,None,None,-254000000,None,49000000
7,ACI,2019-02-23,USD,618800000,827000000,None,-297700000,-296000000,1738800000,1362600000,18300000,-314300000,135600000,273800000,-411000000,None,None,None,None,None,None,None,None,604000000,None,-25800000,None,481600000,None,135600000
8,ACI,2018-12-01,USD,-122200000,None,None,134400000,374400000,None,None,40300000,334100000,45600000,-272400000,-789100000,None,None,None,None,None,None,None,None,615800000,None,None,None,-1183700000,None,45600000
9,ACI,2018-09-08,USD,279700000,None,None,None,None,None,None,-23400000,-11600000,-32400000,189400000,-46900000,None,None,None,None,None,None,None,None,None,None,None,None,-29000000,None,-32400000
