,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,TIG,2020-09-30,USD,425000,None,None,None,None,1365000,111000,None,None,None,12385000,68548000,None,None,None,None,-128000,-128000,None,None,None,None,None,None,None,None,69337000
1,TIG,2020-06-30,USD,24355000,None,None,None,None,250000,50000,None,None,None,15577000,-8542000,None,None,None,None,-19496000,-19496000,None,None,None,None,None,None,None,None,3720000
2,TIG,2020-03-31,USD,7428000,None,None,None,None,208000,504000,None,None,None,-9470000,-344000,None,None,None,None,0,0,None,None,None,None,None,None,None,None,9606000
3,TIG,2019-12-31,USD,20121000,None,None,None,None,335000,66000,None,None,None,None,-2329000,None,None,None,None,-85000,-85000,None,None,None,None,-1900000,None,None,None,10657000
4,TIG,2019-09-30,USD,17360000,None,None,None,None,181000,74000,None,None,None,-10394000,-1211000,None,None,None,None,-868000,-868000,None,None,None,None,None,None,None,None,5786000
5,TIG,2019-06-30,USD,5360000,None,None,None,None,178000,248000,None,None,None,3700000,-4213000,None,None,None,None,-412000,-412000,None,None,None,None,None,None,None,None,6391000
6,TIG,2019-03-31,USD,9332000,None,None,None,None,None,0,None,None,None,-11480000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7,TIG,2017-12-31,EUR,-30252000,None,None,None,None,3555000,3805000,None,-1169000,None,-7847000,-5807000,None,None,None,None,None,None,None,None,None,None,1391000,None,None,None,-74826000
8,TIG,2017-09-30,USD,-6952500,None,None,None,None,927000,649000,None,-505500,None,-3260500,-987000,None,None,None,None,None,None,None,None,None,None,695500,None,None,None,-24317500
9,TIG,2017-06-30,USD,-8173500,None,None,None,None,850500,2130000,None,-79000,None,-663000,-1916500,None,None,None,None,None,None,None,None,None,None,695500,None,None,None,-13095500
10,TIG,2017-03-31,USD,-8173500,None,None,None,None,850500,933500,None,-79000,None,-663000,-1916500,None,None,None,None,None,None,None,None,None,None,695500,None,None,None,-13095500
11,TIG,2016-12-31,USD,3744000,None,None,None,None,3197000,1582000,None,127000,None,538000,59016000,None,None,None,None,None,None,None,None,None,None,67862000,None,None,None,14360000
12,TIG,2016-09-30,USD,8083000,None,None,None,None,681000,468000,None,-500,None,172500,18672000,None,None,None,None,None,None,None,None,None,None,22056000,None,None,None,6591000
13,TIG,2016-06-30,USD,None,None,None,None,None,None,621000,None,132000,None,182000,20503000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14,TIG,2015-12-31,USD,-19574000,None,None,None,None,3030000,36000,None,-263000,None,-4434000,30973000,None,None,None,None,None,None,None,None,None,None,8658000,None,None,None,-35069000
15,TIG,2014-12-31,USD,-13367000,None,None,None,None,2558000,48000,None,-25000,None,4002000,9643000,None,None,None,None,None,None,None,None,None,None,8658000,None,None,None,-12990000
16,TIG,2013-12-31,USD,-19877000,None,None,None,None,4489000,48000,None,-8000,None,-1819000,27886000,None,None,None,None,None,None,None,None,None,None,24382000,None,None,None,-25341000
