,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,PINE,2020-12-31,USD,2038625,None,None,None,None,2914251,0,None,None,None,-18072200,16041647,None,None,None,None,-1909094,-1909094,None,None,None,None,-316,None,None,None,186000
1,PINE,2020-09-30,USD,3808639,None,None,None,None,2666099,0,None,None,None,-19716232,16566440,None,None,None,None,-1735827,-1735827,None,None,None,None,0,None,None,None,546103
2,PINE,2020-06-30,USD,735741,None,None,None,None,2256044,0,None,None,None,-28707407,6840204,None,None,None,None,-1735144,-1735144,None,None,None,None,-4421328,None,None,None,240238
3,PINE,2020-03-31,USD,2810995,None,None,None,None,2004606,47379160,None,None,None,-47379161,54584709,None,None,None,None,-1822935,-1822935,None,None,None,None,-592356,None,None,None,12669
4,PINE,2019-12-31,USD,1877975,None,None,None,None,5545790,152919800,None,None,None,-125918772,156346910,None,None,None,None,-529340,-529340,None,None,None,None,150000000,None,None,None,3585360
5,PINE,2019-09-30,USD,2734819,None,None,None,None,1361534,27001030,None,None,None,-7545900,4861774,None,None,None,None,-458358,-458358,None,None,None,None,None,None,None,None,998739
6,PINE,2019-06-30,USD,2271514,None,None,None,None,1250396,19455130,None,None,None,-19455130,17141503,None,None,None,None,-458358,-458358,None,None,None,None,None,None,None,None,1051232
7,PINE,2019-03-31,USD,2022311,None,None,None,None,1141846,0,None,None,None,-7545900,-1978880,None,None,None,None,0,0,None,None,None,None,0,None,None,None,875848
8,PINE,2018-12-31,USD,5625860,None,None,None,None,4900720,5186370,None,None,None,-5186370,-438130,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4014960
9,PINE,2018-09-30,USD,2412295,None,None,None,None,1118125,69990,None,None,None,-9727566,-2221525,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1305985
