,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,FVRR,2020-12-31,USD,4778000,None,None,None,None,1227000,1102000,None,None,None,-259938000,416056000,None,None,None,None,None,None,None,None,None,None,-40000,None,None,None,-8077000
1,FVRR,2020-09-30,USD,6817000,None,None,None,None,1130000,1945000,None,None,None,-29202000,463000,None,None,None,None,None,None,None,None,None,None,-777000,None,None,None,-454000
2,FVRR,2020-06-30,USD,5238000,None,None,None,None,1016000,572000,None,None,None,-37155000,131194000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-124000
3,FVRR,2020-03-31,USD,302000,None,None,None,None,965000,416000,None,None,None,-62000,4100000,None,None,None,None,None,None,None,None,None,None,1948000,None,None,None,-6155000
4,FVRR,2019-12-31,USD,-2908000,None,None,None,None,893000,397000,None,None,None,4613000,-375000,None,None,None,None,None,None,None,None,None,None,-452000,None,None,None,-7439000
5,FVRR,2019-09-30,USD,-2685000,None,None,None,None,961000,575000,None,None,None,-428000,-3242000,None,None,None,None,None,None,None,None,None,None,-3155000,None,None,None,-8434000
6,FVRR,2019-06-30,USD,-3354000,None,None,None,None,910000,503000,None,None,None,-119894000,117731000,None,None,None,None,None,None,None,None,None,None,4881000,None,None,None,-9353000
7,FVRR,2019-03-31,USD,-4997000,None,None,None,None,807000,280000,None,None,None,-20369000,3879000,None,None,None,None,None,None,None,None,None,None,4396000,None,None,None,-8313000
8,FVRR,2018-12-31,USD,-51676000,None,None,None,None,2250000,1597000,None,None,None,26067000,53888000,None,None,None,None,None,None,None,None,None,None,54309000,None,None,None,-36061000
9,FVRR,2018-09-30,USD,-2063000,None,None,None,None,586000,235000,None,None,None,-282000,409000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-7240000
10,FVRR,2018-06-30,USD,-5652000,None,None,None,None,554000,240000,None,None,None,-404000,-33000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-6685000
11,FVRR,2018-03-31,USD,593000,None,None,None,None,501000,132000,None,None,None,-3418000,-33000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-16253000
