,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,SITM,2020-12-31,USD,6762000,400000,None,-1214000,4957000,1436000,2186000,6694000,-1411000,1991000,-2444000,-1000,0,None,None,None,None,None,None,None,None,None,None,None,4317000,None,1991000
1,SITM,2020-09-30,USD,4187000,495000,None,3329000,6201000,1270000,2237000,4380000,427000,-667000,-2468000,-34997000,-35000000,None,None,None,None,None,None,None,None,None,None,None,-33278000,None,-667000
2,SITM,2020-06-30,USD,3620000,400000,None,None,None,1732000,537000,None,621000,-5603000,-1464000,29082000,None,None,None,None,None,None,None,None,None,None,None,None,-5203000,None,-5603000
3,SITM,2020-03-31,USD,2035000,1246000,None,371000,-2324000,1964000,1138000,-2347000,2433000,-5093000,-1417000,7212000,9000000,None,None,None,None,None,None,None,None,None,None,None,7830000,None,-5093000
4,SITM,2019-12-31,USD,2496000,None,None,None,None,2114000,594000,None,-777000,633000,-992000,52682000,None,None,None,None,None,None,None,None,None,None,56353000,None,None,None,633000
5,SITM,2019-09-30,USD,-294000,None,None,None,None,2102000,478000,None,-3921000,1079000,-868000,-1267000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1079000
6,SITM,2019-06-30,USD,150000,None,None,None,None,2135000,193000,None,-2766000,-5449000,-964000,-62000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-5449000
7,SITM,2019-03-31,USD,5026000,None,None,None,None,1922000,161000,None,-680000,-2870000,-378000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2870000
