,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,RVLV,2020-12-31,USD,-2454000,47000,None,2019000,30125000,1181000,480000,8133000,21685000,18960000,-480000,-10364000,-15000000,None,None,None,None,None,None,None,None,None,4636000,None,-13298000,None,18960000
1,RVLV,2020-09-30,USD,14340000,105000,None,9606000,11751000,1250000,463000,2328000,9077000,19438000,-463000,-6291000,-9000000,None,None,None,None,None,None,None,None,None,2709000,None,7586000,None,19438000
2,RVLV,2020-06-30,USD,53806000,None,None,-3936000,-34706000,1205000,830000,862000,-36859000,14236000,-830000,-5660000,None,None,None,None,None,None,None,None,None,None,381000,None,14236000,None,14236000
3,RVLV,2020-03-31,USD,8081000,None,None,5975000,-10324000,1191000,551000,-1525000,-2888000,4156000,-551000,30975000,None,None,None,None,None,None,None,None,None,None,975000,None,38505000,None,4156000
4,RVLV,2019-12-31,USD,14224000,None,None,2950000,-1673000,1236000,998000,-101000,83000,8405000,-998000,612000,None,None,None,None,None,None,None,None,None,None,749000,None,13838000,None,8405000
5,RVLV,2019-09-30,USD,9150000,None,None,-3870000,-1877000,1132000,1702000,-3902000,2356000,9559000,-1702000,-968000,None,None,None,None,None,None,None,None,None,None,3000,None,6480000,None,9559000
6,RVLV,2019-06-30,USD,6759000,None,None,None,None,889000,4768000,None,4801000,12741000,-4768000,15783000,None,None,None,None,None,None,None,None,None,None,16261000,None,None,None,12741000
7,RVLV,2019-03-31,USD,15924000,None,None,None,None,695000,4987000,None,8383000,4962000,-4987000,-248000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4962000
8,RVLV,2018-12-31,USD,-1382000,None,None,None,None,658000,1380000,None,12445000,7699000,-1380000,-741000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7699000
9,RVLV,2018-09-30,USD,2410000,None,None,None,None,750000,588000,None,7540000,7140000,-588000,-1780000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7140000
10,RVLV,2018-06-30,USD,13471000,None,None,None,None,730000,637000,None,-4215000,10467000,-637000,-1780000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10467000
