,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,FTHM,2020-09-30,USD,-979387,None,None,None,None,44686,130209,None,None,None,-130209,30612434,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-183747
1,FTHM,2020-06-30,USD,346464,None,None,None,None,44496,119951,None,None,None,-119951,419316,None,None,None,None,None,None,None,None,None,None,None,None,None,None,160798
2,FTHM,2020-03-31,USD,303083,None,None,None,None,19275,116818,None,None,None,-116818,78768,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-42771
3,FTHM,2019-12-31,USD,-846543,None,None,None,None,18922,120308,None,None,None,-120308,491239,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1345416
4,FTHM,2019-09-30,USD,184940,None,None,None,None,17886,104771,None,None,None,-116257,-4209,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-238879
5,FTHM,2019-06-30,USD,-37425,None,None,None,None,17611,85837,None,None,None,-116257,-4191,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1038758
