,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,GOSS,2020-12-31,USD,-36736000,6960000,None,5302000,-1533000,365000,250000,None,None,-64604000,61100000,249000,None,None,None,None,None,None,None,0,None,None,249000,None,24613000,None,-64604000
1,GOSS,2020-09-30,USD,-44930000,1768000,None,4487000,3026000,365000,299000,None,None,-57812000,19959000,891000,None,None,None,None,None,None,None,16000,None,None,147000,None,-24080000,None,-57812000
2,GOSS,2020-06-30,USD,-42399000,800000,None,-1079000,-1244000,350000,441000,None,None,-66870000,106245000,310829000,None,None,None,None,None,None,None,None,None,None,117233000,None,-67670000,None,-66870000
3,GOSS,2020-03-31,USD,-52295000,1418000,None,-630000,860000,329000,513000,None,None,-54074000,28038000,571000,None,None,None,None,None,None,None,None,None,None,15000,None,-23686000,None,-54074000
4,GOSS,2019-12-31,USD,-44140000,3621000,None,549000,1758000,292000,528000,None,None,-54698000,46933000,1518000,None,None,None,None,None,None,None,None,None,None,1518000,None,4311000,None,-54698000
5,GOSS,2019-09-30,USD,-36110000,None,None,-232000,-1416000,251000,711000,None,None,-48500000,17949000,369000,None,None,None,None,None,None,None,None,None,None,369000,None,-17792000,None,-48500000
6,GOSS,2019-06-30,USD,-46349000,None,None,None,None,205000,1380000,None,None,-46349000,-13884000,28347000,None,None,None,None,None,None,None,None,None,None,125000,None,-46349000,None,-44498000
7,GOSS,2019-03-31,USD,-34017000,None,None,None,None,169000,347000,None,None,-34017000,-198142000,291344000,None,None,None,None,None,None,None,None,None,None,291344000,None,65428000,None,-32611000
8,GOSS,2018-12-31,USD,-25023000,None,None,None,None,134000,322000,None,None,-38794000,-8681000,-2144000,None,None,None,None,None,None,None,None,None,None,303043000,None,None,None,-38794000
9,GOSS,2018-09-30,USD,-15515000,None,None,None,None,125000,1716000,None,None,-49402000,-105116000,229552000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-49409000
10,GOSS,2018-06-30,USD,-6798000,None,None,None,None,32000,941000,None,None,-32736000,-41579000,1547000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-32729000
11,GOSS,2018-03-31,USD,-3708000,None,None,None,None,6000,511000,None,None,-26037000,10665000,71904000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-26037000
