,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,SQFT,2020-09-30,USD,2695423,None,None,-113409,-1174119,1626917,2703865,None,None,-1384468,1552140,-2899526,-7154118,None,18000,None,None,None,None,None,None,None,-18000,None,1348037,None,-1748245
1,SQFT,2020-06-30,USD,674793,None,None,None,None,1622230,None,None,None,-1607534,490061,-1489544,None,None,None,None,None,None,None,None,None,None,None,None,218696,None,-1922816
2,SQFT,2020-03-31,USD,-474075,None,None,-2612649,-1947145,1574526,3573743,None,None,-932119,20123712,-21058233,-876899,None,0,None,None,None,None,None,None,None,None,None,-1408596,None,-1107130
3,SQFT,2019-12-31,USD,1413068,None,None,-522649,673580,1650242,6921527,None,None,-142043,-5271320,3178088,12897533,None,12222,0,2,2,None,None,None,None,-12222,None,-680164,None,-159079
4,SQFT,2019-09-30,USD,-35014,None,None,-1770010,-761475,1755253,None,None,None,2953589,13841761,-14388172,-18252013,None,16095248,16000000,1082946,1082946,None,None,None,None,-16095248,None,-581425,None,2536864
5,SQFT,2019-06-30,USD,-1076674,None,None,1985120,1103239,1749113,None,None,None,-1076674,-4577187,2295757,5477548,None,119958,0,None,0,None,None,None,None,None,None,-1076674,None,-1076674
6,SQFT,2019-03-31,USD,-961937,None,None,-459901,-2051150,2210081,None,None,None,-961937,7987793,-6242596,3674303,None,900000,900000,None,1075521,None,None,None,None,None,None,-961937,None,-961937
7,SQFT,2018-12-31,USD,-1823893,None,None,-1142063,1821963,2227777,None,None,None,9699570,35136826,-35377818,198395,None,13800000,None,None,None,None,None,None,None,None,None,-2064885,None,9483171
8,SQFT,2018-09-30,USD,842109,None,None,-292325,187026,2268896,None,None,None,-1598787,-1409298,-736595,236490,None,None,None,None,None,None,None,None,None,None,None,842109,None,-1882925
9,SQFT,2018-06-30,USD,-2496998,None,None,351506,-841990,2265889,None,None,None,-2496998,-334227,6699151,6539380,None,None,None,None,None,None,None,None,None,None,None,-2496998,None,-2496998
10,SQFT,2018-03-31,USD,735678,None,None,-100175,-348615,2339044,None,None,None,-1151061,-7802723,4857872,3840133,None,None,None,None,None,None,None,None,None,None,None,-2209173,None,-1318191
11,SQFT,2017-12-31,USD,1257501,None,None,809489,1808939,2363625,None,None,None,-486155,2404936,-3060041,-2509860,None,None,None,None,None,None,None,None,None,None,None,602396,None,-713482
12,SQFT,2017-09-30,USD,2296400,None,None,544224,82732,2399307,None,None,None,-1576366,-6916080,2208842,2857073,None,None,None,None,None,None,None,None,None,None,None,-2410838,None,-1776547
13,SQFT,2017-06-30,USD,824482,None,None,-207943,-25209,2443817,None,None,None,164625,-1599528,2087914,4059609,None,None,None,None,None,None,None,None,None,None,None,1312868,None,19312
14,SQFT,2017-03-31,USD,1207315,None,None,-69117,-545484,2503516,None,None,None,-944185,5020220,-4809181,-3229748,None,None,None,None,None,None,None,None,None,None,None,1418354,None,-1013700
15,SQFT,2016-12-31,USD,-55272,None,None,-1695735,270313,2532813,None,None,None,-1668558,-7846420,6314839,6052548,None,None,None,None,None,None,None,None,None,None,None,-1586853,None,-1807070
16,SQFT,2016-09-30,USD,2049579,None,None,659451,-26699,2564211,None,None,None,-1908496,-5426252,2561469,6077467,None,None,None,None,None,None,None,None,None,None,None,-815204,None,-1990030
17,SQFT,2016-06-30,USD,618245,None,None,-53579,-504984,2499630,None,None,None,-828386,3299374,-3771136,-495283,None,None,None,None,None,None,None,None,None,None,None,146483,None,-911425
18,SQFT,2016-03-31,USD,1109530,None,1300000,-302830,192065,2659531,None,None,None,-1103961,-6519094,4154862,4180354,None,None,None,None,None,None,None,None,None,None,None,-1254702,None,-1103961
19,SQFT,2015-12-31,USD,1294803,None,1200000,977400,322176,2224392,None,None,None,-2904753,-25647243,19832810,16323424,None,None,None,None,None,None,0,None,None,None,None,-4519630,None,2328581
